FID,NFDBFIREID,SRC_AGENCY,NAT_PARK,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,SIZE_HA,CAUSE,CAUSE2,FIRE_TYPE,RESPONSE,PROTZONE,PRESCRIBED,MORE_INFO,CFS_NOTE1,CFS_NOTE2,ACQ_DATE
3199,ON-2023-COC5,ON, ,COC5, ,48.847,-79.5585,2023,6,1,2023-06-01,,2023-06-26 00:00:00,9.5,N,N,IFR,MOD, , , , , ,2024-04-01 00:00:00
3674,ON-2023-COC7,ON, ,COC7, ,48.9843,-79.6735,2023,6,1,2023-06-01,,2023-10-17 00:00:00,37742.0,N,N,IFR,FUL, , , , , ,2024-04-01 00:00:00
3994,QC-2023-20231080225,QC, ,20231080225, ,48.0571,-75.2646,2023,6,1,2023-06-01,,2023-07-14 00:00:00,7684.740133,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
3995,QC-2023-20231080226,QC, ,20231080226, ,47.9918,-75.0173,2023,6,1,2023-06-01,,2023-07-09 00:00:00,1627.75568521,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
3996,QC-2023-20231080229,QC, ,20231080229, ,47.6953,-74.0666,2023,6,1,2023-06-01,,2023-06-30 00:00:00,223.437324005,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
3997,QC-2023-20231080230,QC, ,20231080230, ,46.8307,-72.7312,2023,6,1,2023-06-01,,2023-06-10 00:00:00,13.7719566722,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
3998,QC-2023-20231080236,QC, ,20231080236, ,49.3775,-72.0667,2023,6,1,2023-06-01,,2023-07-15 00:00:00,5952.474156,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
3999,QC-2023-20231080238,QC, ,20231080238, ,47.5952,-76.5984,2023,6,1,2023-06-01,,2023-07-11 00:00:00,279.002530063,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4000,QC-2023-20231080244,QC, ,20231080244, ,48.3837,-76.6316,2023,6,1,2023-06-01,,2023-06-15 00:00:00,5.28561882472,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4001,QC-2023-20231080245,QC, ,20231080245, ,48.4702,-76.8563,2023,6,1,2023-06-01,,2023-08-19 00:00:00,6254.35826371,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4002,QC-2023-20231080248,QC, ,20231080248, ,47.9145,-75.7324,2023,6,1,2023-06-01,,2023-07-14 00:00:00,6435.395791,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4003,QC-2023-20231080249,QC, ,20231080249, ,49.3577,-71.0484,2023,6,1,2023-06-01,,2023-07-22 00:00:00,5302.21277982,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4004,QC-2023-20231080251,QC, ,20231080251, ,48.8067,-77.3003,2023,6,1,2023-06-01,,2023-06-16 00:00:00,30.4083789253,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4005,QC-2023-20231080253,QC, ,20231080253, ,49.104,-72.165,2023,6,1,2023-06-01,,2023-06-03 00:00:00,3.84001464082,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4006,QC-2023-20231080255,QC, ,20231080255, ,49.1062,-72.176,2023,6,1,2023-06-01,,2023-06-02 00:00:00,0.448114791767,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4007,QC-2023-20231080256,QC, ,20231080256, ,49.3013,-76.9185,2023,6,1,2023-06-01,,2023-09-02 00:00:00,4673.56850616,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4009,QC-2023-20231080265,QC, ,20231080265, ,49.4392,-71.5614,2023,6,1,2023-06-01,,2023-07-22 00:00:00,2235.287854,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4011,QC-2023-20231080271,QC, ,20231080271, ,50.292,-70.572,2023,6,1,2023-06-01,,2023-07-12 00:00:00,5120.53520136,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4012,QC-2023-20231080272,QC, ,20231080272, ,47.6158,-75.788,2023,6,1,2023-06-01,,2023-06-16 00:00:00,16.0031843513,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4013,QC-2023-20231080274,QC, ,20231080274, ,49.5084,-75.2876,2023,6,1,2023-06-01,,2023-10-17 00:00:00,34965.46073,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4014,QC-2023-20231080275,QC, ,20231080275, ,48.6549,-72.8672,2023,6,1,2023-06-01,,2023-06-21 00:00:00,1135.81419567,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4015,QC-2023-20231080276,QC, ,20231080276, ,47.2008,-72.7846,2023,6,1,2023-06-01,,2023-06-06 00:00:00,14.846582548,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4016,QC-2023-20231080277,QC, ,20231080277, ,49.5192,-72.6159,2023,6,1,2023-06-01,,2023-07-09 00:00:00,2616.95520127,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4017,QC-2023-20231080279,QC, ,20231080279, ,50.7482,-70.1974,2023,6,1,2023-06-01,,2023-07-12 00:00:00,1551.55168085,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4018,QC-2023-20231080281,QC, ,20231080281, ,49.062,-79.3576,2023,6,1,2023-06-01,,2023-08-17 00:00:00,8440.795798,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4020,QC-2023-20231080285,QC, ,20231080285, ,47.5277,-72.7103,2023,6,1,2023-06-01,,2023-06-05 00:00:00,0.529014237663,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4022,QC-2023-20231080287,QC, ,20231080287, ,49.4581,-72.5764,2023,6,1,2023-06-01,,2023-06-28 00:00:00,2148.07309484,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4023,QC-2023-20231080289,QC, ,20231080289, ,49.4264,-76.514,2023,6,1,2023-06-01,,2023-06-14 00:00:00,18.9653847526,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4024,QC-2023-20231080290,QC, ,20231080290, ,49.38,-72.4921,2023,6,1,2023-06-01,,2023-06-21 00:00:00,159.715375043,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4025,QC-2023-20231080295,QC, ,20231080295, ,49.6938,-72.585,2023,6,1,2023-06-01,,2023-07-12 00:00:00,934.574183423,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4026,QC-2023-20231080297,QC, ,20231080297, ,48.1812,-76.909,2023,6,1,2023-06-01,,2023-08-06 00:00:00,15186.4776252,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4027,QC-2023-20231080299,QC, ,20231080299, ,49.2891,-72.414,2023,6,1,2023-06-01,,2023-07-15 00:00:00,5405.266614,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4028,QC-2023-20231080302,QC, ,20231080302, ,48.7008,-74.1401,2023,6,1,2023-06-01,,2023-07-06 00:00:00,1907.94104254,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4068,QC-2023-20231080220,QC, ,20231080220, ,49.7602,-74.8499,2023,6,1,2023-06-01,,2023-06-01 00:00:00,0.0,H,H, , ,Intensive, , , , ,2024-05-06 00:00:00
4069,QC-2023-20231080221,QC, ,20231080221, ,48.7423,-71.2251,2023,6,1,2023-06-01,,2023-06-01 00:00:00,0.0,H,H, , ,Intensive, , , , ,2024-05-06 00:00:00
4070,QC-2023-20231080222,QC, ,20231080222, ,49.0606,-76.1278,2023,6,1,2023-06-01,,2023-06-18 00:00:00,71465.5,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4071,QC-2023-20231080223,QC, ,20231080223, ,47.388,-73.1467,2023,6,1,2023-06-01,,2023-06-01 00:00:00,0.1,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4072,QC-2023-20231080224,QC, ,20231080224, ,47.9748,-75.2777,2023,6,1,2023-06-01,,2023-06-03 00:00:00,244.8,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4073,QC-2023-20231080227,QC, ,20231080227, ,49.7412,-74.3748,2023,6,1,2023-06-01,,2023-06-03 00:00:00,0.1,H,H, , ,Intensive, , , , ,2024-05-06 00:00:00
4074,QC-2023-20231080228,QC, ,20231080228, ,49.6764,-74.3264,2023,6,1,2023-06-01,,2023-06-03 00:00:00,5.1,H,H, , ,Intensive, , , , ,2024-05-06 00:00:00
4075,QC-2023-20231080231,QC, ,20231080231, ,49.5502,-75.9102,2023,6,1,2023-06-01,,2023-06-05 00:00:00,0.3,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4076,QC-2023-20231080232,QC, ,20231080232, ,49.3691,-72.0674,2023,6,1,2023-06-01,,2023-06-03 00:00:00,1096.8,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4077,QC-2023-20231080233,QC, ,20231080233, ,49.435,-77.2215,2023,6,1,2023-06-01,,2023-06-26 00:00:00,4933.7,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4078,QC-2023-20231080234,QC, ,20231080234, ,49.4248,-77.1984,2023,6,1,2023-06-01,,2023-06-04 00:00:00,0.1,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4079,QC-2023-20231080235,QC, ,20231080235, ,49.3879,-77.0647,2023,6,1,2023-06-01,,2023-06-26 00:00:00,10.9,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4080,QC-2023-20231080237,QC, ,20231080237, ,48.6083,-76.6358,2023,6,1,2023-06-01,,2023-06-30 00:00:00,27496.6,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4082,QC-2023-20231080240,QC, ,20231080240, ,49.3272,-72.393,2023,6,1,2023-06-01,,2023-06-02 00:00:00,40.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4083,QC-2023-20231080241,QC, ,20231080241, ,49.3366,-72.4044,2023,6,1,2023-06-01,,2023-06-08 00:00:00,5.9,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4084,QC-2023-20231080242,QC, ,20231080242, ,49.3283,-72.4141,2023,6,1,2023-06-01,,2023-06-02 00:00:00,1.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4085,QC-2023-20231080243,QC, ,20231080243, ,49.3278,-72.4195,2023,6,1,2023-06-01,,2023-06-02 00:00:00,140.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4086,QC-2023-20231080246,QC, ,20231080246, ,47.4363,-75.1044,2023,6,1,2023-06-01,,2023-06-01 00:00:00,0.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4087,QC-2023-20231080247,QC, ,20231080247, ,47.5289,-76.5354,2023,6,1,2023-06-01,,2023-06-12 00:00:00,2.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4088,QC-2023-20231080250,QC, ,20231080250, ,47.9098,-75.772,2023,6,1,2023-06-01,,2023-06-03 00:00:00,400.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4092,QC-2023-20231080258,QC, ,20231080258, ,48.8549,-76.0802,2023,6,1,2023-06-01,,2023-06-07 00:00:00,2.4,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4094,QC-2023-20231080260,QC, ,20231080260, ,48.7674,-76.0104,2023,6,1,2023-06-01,,2023-06-09 00:00:00,3.5,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4095,QC-2023-20231080262,QC, ,20231080262, ,48.815,-76.0342,2023,6,1,2023-06-01,,2023-06-14 00:00:00,2847.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4097,QC-2023-20231080264,QC, ,20231080264, ,48.7808,-76.1767,2023,6,1,2023-06-01,,2023-06-07 00:00:00,30.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4098,QC-2023-20231080266,QC, ,20231080266, ,48.817,-76.2739,2023,6,1,2023-06-01,,2023-06-07 00:00:00,63.2,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4100,QC-2023-20231080268,QC, ,20231080268, ,48.513,-76.0481,2023,6,1,2023-06-01,,2023-06-18 00:00:00,11357.8,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4103,QC-2023-20231080278,QC, ,20231080278, ,48.7687,-76.0062,2023,6,1,2023-06-01,,2023-06-09 00:00:00,0.1,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4104,QC-2023-20231080280,QC, ,20231080280, ,49.0035,-79.4332,2023,6,1,2023-06-01,,2023-06-04 00:00:00,1.6,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4105,QC-2023-20231080282,QC, ,20231080282, ,47.4085,-72.5789,2023,6,1,2023-06-01,,2023-06-02 00:00:00,0.1,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4106,QC-2023-20231080284,QC, ,20231080284, ,49.3397,-72.4041,2023,6,1,2023-06-01,,2023-06-08 00:00:00,4.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4107,QC-2023-20231080288,QC, ,20231080288, ,47.6144,-76.5914,2023,6,1,2023-06-01,,2023-06-12 00:00:00,0.0,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
4108,QC-2023-20231080291,QC, ,20231080291, ,50.0687,-72.1783,2023,6,1,2023-06-01,,2023-06-19 00:00:00,0.1,N,N, , ,Intensive, , , , ,2024-05-06 00:00:00
