timestamp,co2[ppm],heartbeat[undefined],humidity[%],temperature[°F]
2023-11-23T16:34:12-05:00,2832.5,---,54.46,69.5
2023-11-23T17:19:12-05:00,2963.2,---,54.33,70.9
2023-11-23T18:03:12-05:00,2251.8,---,50.31,70.7
2023-11-23T18:47:12-05:00,2469.8,---,51.19,70.3
2023-11-23T19:31:12-05:00,2047.8,---,49.66,69.5
2023-11-23T20:11:13-05:00,1766.8,---,49.35,68.7
2023-11-23T20:51:13-05:00,1627.9,---,49.53,68.2
2023-11-23T21:31:13-05:00,1494.1,---,49.24,67.9
2023-11-23T22:11:13-05:00,1382.7,---,47.83,67.4
2023-11-23T22:51:13-05:00,1247.5,---,47.38,67.1
2023-11-23T23:31:13-05:00,1159,---,47.99,66.5
2023-11-24T00:11:13-05:00,1121.9,---,47.33,66.4
2023-11-24T00:52:13-05:00,1082.8,---,47.8,65.8
2023-11-24T01:32:13-05:00,884.3,---,46.16,65.5
2023-11-24T02:12:14-05:00,777.2,---,46.03,64.8
2023-11-24T02:52:14-05:00,708,---,45.29,64.5
2023-11-24T03:32:14-05:00,645.1,---,45.11,64.1
2023-11-24T04:12:14-05:00,601.8,---,44.61,63.4
2023-11-24T04:52:14-05:00,564.3,---,44.54,62.8
2023-11-24T05:32:14-05:00,567.9,---,44.58,62.3
2023-11-24T06:12:14-05:00,525.2,---,44.63,61.6
2023-11-24T06:52:14-05:00,502.8,---,43.99,61.3
2023-11-24T07:32:15-05:00,506.8,---,44.59,60.8
2023-11-24T08:14:15-05:00,602.9,---,42.92,62.3
2023-11-24T08:54:15-05:00,637.2,---,42.9,65.9
2023-11-24T09:34:15-05:00,624.3,---,40.44,67.4
2023-11-24T10:09:15-05:00,618.3,---,40.08,67.1
2023-11-24T10:45:15-05:00,705.4,---,40.24,67.4
2023-11-24T11:25:15-05:00,805.1,---,43.42,66.1
2023-11-24T12:05:15-05:00,921.3,---,48.41,65.6
2023-11-24T12:45:16-05:00,962,---,45.35,65.4
2023-11-24T13:25:16-05:00,828.9,---,44.77,65
2023-11-24T14:05:16-05:00,717.8,---,42.17,64.9
2023-11-24T14:45:16-05:00,745.3,---,41.29,65.8
2023-11-24T15:25:16-05:00,657.6,---,40.15,65.4
2023-11-24T16:06:16-05:00,678.3,---,40.2,65.7
2023-11-24T16:46:16-05:00,788.8,---,40.94,64.8
2023-11-24T17:26:17-05:00,846.8,---,40.73,65.7
2023-11-24T18:06:17-05:00,795.8,---,41.26,64.8
2023-11-24T18:46:17-05:00,839.3,---,41.9,64.4
2023-11-24T19:26:17-05:00,894.4,---,42.66,64.2
2023-11-24T20:06:17-05:00,780.8,---,41.38,64.2
2023-11-24T20:46:17-05:00,572.2,---,38.13,64.3
2023-11-24T21:26:17-05:00,638.2,---,38.77,64.6
2023-11-24T22:06:17-05:00,735.6,---,41.35,64.3
2023-11-24T22:46:17-05:00,742.3,---,41.49,64.5
2023-11-24T23:27:18-05:00,723.8,---,40.56,64.4
2023-11-25T00:07:18-05:00,693.6,---,40.59,63.7
2023-11-25T00:47:18-05:00,584.6,---,39.57,63.3
2023-11-25T01:28:18-05:00,540.3,---,38.88,62.6
2023-11-25T02:08:18-05:00,522.7,---,39.59,61.4
2023-11-25T02:48:18-05:00,539.8,---,38.54,62.1
2023-11-25T03:28:18-05:00,533.8,---,38.16,62.5
2023-11-25T04:08:18-05:00,526.8,---,37.88,62.2
2023-11-25T04:48:18-05:00,524.7,---,38.18,62.1
2023-11-25T05:28:19-05:00,522.7,---,37.57,62.6
2023-11-25T06:08:19-05:00,523.9,---,37.74,62.5
2023-11-25T06:48:19-05:00,518.2,---,37.88,62.1
2023-11-25T07:29:19-05:00,562.6,---,38.57,62.2
2023-11-25T08:09:19-05:00,625.9,---,39.64,64.4
2023-11-25T08:47:19-05:00,629.3,---,39.72,65.3
2023-11-25T09:27:19-05:00,747.1,---,39.04,65.9
2023-11-25T10:07:19-05:00,724.3,---,36.86,66.8
2023-11-25T10:47:20-05:00,683.3,---,34.16,68.8
2023-11-25T11:27:20-05:00,733.8,---,34.39,71
2023-11-25T12:07:20-05:00,821.3,---,32.83,74.7
2023-11-25T12:47:20-05:00,665.6,---,31.22,75.7
2023-11-25T13:27:20-05:00,811.8,---,29.43,77.2
2023-11-25T14:07:20-05:00,703.3,---,29.35,76.7
2023-11-25T14:48:20-05:00,640,---,30.38,75.8
2023-11-25T15:28:20-05:00,606.4,---,34.07,71.8
2023-11-25T16:08:20-05:00,839.2,---,39.19,68.9
2023-11-25T16:48:21-05:00,993.8,---,42.56,68
2023-11-25T17:28:21-05:00,669.3,---,39.04,66
2023-11-25T18:08:21-05:00,600.5,---,38.92,65.6
2023-11-25T18:48:21-05:00,705,---,39.18,65.5
2023-11-25T19:28:21-05:00,691.4,---,39.87,65.1
2023-11-25T20:06:21-05:00,959.1,---,42.32,64.2
2023-11-25T20:46:21-05:00,1004.6,---,42.26,64.4
2023-11-25T21:26:22-05:00,954.7,---,41.46,64.7
2023-11-25T22:06:22-05:00,998.3,---,42.9,64
2023-11-25T22:47:22-05:00,907.9,---,42.35,63.9
2023-11-25T23:27:22-05:00,835.5,---,41.84,63.9
2023-11-26T00:07:22-05:00,780.8,---,41.02,64.4
2023-11-26T00:47:22-05:00,649.9,---,39.21,64.4
2023-11-26T01:27:22-05:00,603,---,38.16,64.3
2023-11-26T02:07:22-05:00,568.6,---,37.88,64.8
2023-11-26T02:47:23-05:00,556.9,---,38.11,64.7
2023-11-26T03:27:23-05:00,654.5,---,39.3,64.1
2023-11-26T04:07:23-05:00,642.4,---,39.68,63.4
2023-11-26T04:47:23-05:00,598.3,---,38.97,63.9
2023-11-26T05:27:23-05:00,606.6,---,39.43,63.4
2023-11-26T06:08:23-05:00,595.2,---,39.54,63.1
2023-11-26T06:48:23-05:00,598.3,---,39.3,63.5
2023-11-26T07:28:23-05:00,624.8,---,39.16,63.3
2023-11-26T08:08:24-05:00,592.1,---,39.26,62.2
2023-11-26T08:48:24-05:00,667.9,---,42.05,62.2
2023-11-26T09:28:24-05:00,1560.3,---,46.95,67.2
2023-11-26T10:08:24-05:00,1350.6,---,44.67,67.2
2023-11-26T10:48:24-05:00,1007.8,---,37.81,68.8
2023-11-26T11:28:24-05:00,993,---,35.21,70.6
2023-11-26T12:08:24-05:00,864.3,---,31.47,74
2023-11-26T12:48:24-05:00,1078.3,---,34.79,71.6
2023-11-26T13:30:00-05:00,---,---,---,---
2023-11-26T14:10:00-05:00,---,---,---,---
2023-11-26T14:50:00-05:00,---,---,---,---
2023-11-26T15:30:00-05:00,---,---,---,---
2023-11-26T16:10:00-05:00,---,---,---,---
2023-11-26T16:50:00-05:00,---,---,---,---
2023-11-26T17:30:00-05:00,---,---,---,---
2023-11-26T18:10:00-05:00,---,---,---,---
2023-11-26T18:50:00-05:00,---,---,---,---
2023-11-26T19:30:00-05:00,---,---,---,---
2023-11-26T20:10:00-05:00,---,---,---,---
2023-11-26T20:50:00-05:00,---,---,---,---
2023-11-26T21:30:26-05:00,1091.9,---,45.04,66.7
2023-11-26T22:10:26-05:00,999.8,---,44.61,66
2023-11-26T22:50:26-05:00,1298.1,---,48.7,65.5
2023-11-26T23:30:26-05:00,1090,---,46.39,65.8
2023-11-27T00:10:27-05:00,883.3,---,44.64,64.9
2023-11-27T00:50:27-05:00,793.8,---,44.25,64
2023-11-27T01:30:27-05:00,685.9,---,43.99,63.3
2023-11-27T02:10:27-05:00,645.4,---,44.16,62.6
2023-11-27T02:50:27-05:00,557.9,---,43.88,62.2
2023-11-27T03:30:27-05:00,530.5,---,43.7,61.8
2023-11-27T04:10:27-05:00,505.9,---,43.64,61.4
2023-11-27T04:50:00-05:00,---,---,---,---
2023-11-27T05:26:28-05:00,525.5,---,44.36,62.5
2023-11-27T06:06:28-05:00,589.1,---,42.98,64.6
2023-11-27T06:46:28-05:00,628.1,---,43.48,65
2023-11-27T07:26:28-05:00,591.4,---,41.68,65.1
2023-11-27T08:06:28-05:00,586.6,---,42.47,65.1
2023-11-27T08:46:28-05:00,713.3,---,44.75,64.5
2023-11-27T09:26:28-05:00,609.5,---,43.2,63.5
2023-11-27T10:06:28-05:00,555.2,---,42.89,63.2
2023-11-27T10:46:29-05:00,523.9,---,42.21,63.3
2023-11-27T11:26:29-05:00,498.2,---,42.25,62.7
2023-11-27T12:06:29-05:00,485,---,42.55,62.3
2023-11-27T12:48:29-05:00,472,---,42,62
2023-11-27T13:28:29-05:00,436,---,40.65,63.3
2023-11-27T14:08:29-05:00,452.9,---,41.42,62.1
2023-11-27T14:48:29-05:00,429.9,---,40.23,63
2023-11-27T15:28:29-05:00,435,---,40.78,61.8
2023-11-27T16:08:29-05:00,427.8,---,39.36,65.2
2023-11-27T16:48:30-05:00,509.3,---,40.26,64.5
2023-11-27T17:28:30-05:00,485.6,---,39.49,65.2
2023-11-27T18:08:30-05:00,472.7,---,39.41,65
2023-11-27T18:48:30-05:00,1060.8,---,42.92,65.2
2023-11-27T19:28:30-05:00,1221.3,---,43.89,65.7
2023-11-27T20:09:30-05:00,1704.4,---,48.6,66
2023-11-27T20:49:30-05:00,1851.1,---,48.8,66.9
2023-11-27T21:29:30-05:00,1232.2,---,43.72,66.9
2023-11-27T22:09:30-05:00,1048.1,---,42.1,65.8
2023-11-27T22:49:31-05:00,831.5,---,42.13,64.3
2023-11-27T23:29:31-05:00,693.5,---,42.26,63.3
2023-11-28T00:09:31-05:00,608.3,---,41.64,62.6
2023-11-28T00:49:31-05:00,594.3,---,41.64,61.8
2023-11-28T01:29:31-05:00,544.3,---,41.63,61.3
2023-11-28T02:09:31-05:00,510.8,---,40.33,61.3
2023-11-28T02:49:31-05:00,492.1,---,41.12,60.3
2023-11-28T03:29:31-05:00,464.3,---,40.76,59.6
2023-11-28T04:10:00-05:00,---,---,---,---
2023-11-28T04:50:00-05:00,---,---,---,---
2023-11-28T05:30:00-05:00,---,---,---,---
2023-11-28T06:10:00-05:00,---,---,---,---
2023-11-28T06:50:00-05:00,---,---,---,---
2023-11-28T07:30:00-05:00,---,---,---,---
2023-11-28T08:10:00-05:00,---,---,---,---
2023-11-28T08:50:00-05:00,---,---,---,---
2023-11-28T09:30:00-05:00,---,---,---,---
2023-11-28T10:10:00-05:00,---,---,---,---
2023-11-28T10:50:00-05:00,---,---,---,---
2023-11-28T11:30:34-05:00,429.4,---,35.85,64.1
2023-11-28T12:10:34-05:00,401.8,---,35.73,63.7
2023-11-28T12:50:34-05:00,420.6,---,34.6,65.3
2023-11-28T13:31:34-05:00,436.1,---,34.05,66.5
2023-11-28T14:11:34-05:00,469.3,---,34.08,67.8
2023-11-28T14:48:34-05:00,408.8,---,---,---
2023-11-28T15:22:34-05:00,390.7,---,34.47,64.1
2023-11-28T16:01:34-05:00,414.9,---,35.33,64.9
2023-11-28T16:40:34-05:00,481.8,---,35.82,64.5
2023-11-28T17:20:35-05:00,496.8,---,36.09,64.4
2023-11-28T18:00:35-05:00,1181.1,---,46.7,64.2
2023-11-28T18:41:35-05:00,1598,---,51.11,65.1
2023-11-28T19:21:35-05:00,1511.7,---,46.99,64.6
2023-11-28T20:01:35-05:00,1170.2,---,43.86,64
2023-11-28T20:41:35-05:00,873.8,---,40.07,63.8
2023-11-28T21:21:35-05:00,740.1,---,39.1,64
2023-11-28T22:01:35-05:00,728.6,---,40.31,64.1
2023-11-28T22:41:36-05:00,694.8,---,39.74,63.1
2023-11-28T23:21:36-05:00,889.1,---,41.77,61.8
2023-11-29T00:01:36-05:00,713.8,---,40.34,60.9
2023-11-29T00:41:36-05:00,592.3,---,39.27,60.5
2023-11-29T01:21:36-05:00,520.9,---,39.39,59.1
2023-11-29T02:01:36-05:00,469.3,---,38.34,59.8
2023-11-29T02:42:36-05:00,476.1,---,38.69,58.9
2023-11-29T03:22:37-05:00,456.5,---,37.61,59.4
2023-11-29T04:02:37-05:00,447.6,---,37.74,59.4
2023-11-29T04:42:37-05:00,434.8,---,37.79,59
2023-11-29T05:22:37-05:00,469.2,---,41.46,60
2023-11-29T06:02:39-05:00,516.8,---,38.87,62.2
2023-11-29T06:42:37-05:00,500.8,---,38.1,63.3
2023-11-29T07:22:37-05:00,457.8,---,35.75,63.4
2023-11-29T08:02:38-05:00,466.8,---,37.34,62.6
2023-11-29T08:42:38-05:00,559.1,---,38.06,62.4
2023-11-29T09:22:38-05:00,534,---,36.02,61.4
2023-11-29T10:03:38-05:00,483.4,---,35.24,60.7
2023-11-29T10:43:38-05:00,445.3,---,35.74,61.2
2023-11-29T11:23:38-05:00,430.8,---,33.26,65.1
2023-11-29T12:03:38-05:00,414,---,29.96,69.9
2023-11-29T12:43:38-05:00,421.8,---,29.93,67
2023-11-29T13:23:38-05:00,426,---,32.47,63.8
2023-11-29T14:03:39-05:00,410.7,---,33.41,63.3
2023-11-29T14:43:39-05:00,408.9,---,32.34,64.2
2023-11-29T15:23:39-05:00,413.2,---,32.88,63.3
2023-11-29T16:03:39-05:00,411.1,---,33.65,63.3
2023-11-29T16:43:39-05:00,467.8,---,34.04,63.3
2023-11-29T17:23:39-05:00,451.3,---,33.41,64.1
2023-11-29T18:04:39-05:00,451.3,---,33.63,63.7
2023-11-29T18:44:39-05:00,1293.8,---,40.46,64.5
2023-11-29T19:24:40-05:00,1740,---,45.29,64.5
2023-11-29T20:04:40-05:00,1004.5,---,38.73,64.8
2023-11-29T20:44:40-05:00,961,---,38.78,64.8
2023-11-29T21:24:40-05:00,770.9,---,36.78,64.4
2023-11-29T22:04:40-05:00,760.2,---,38.75,64.3
2023-11-29T22:44:40-05:00,696.6,---,38.54,62.7
2023-11-29T23:24:40-05:00,661.7,---,38.98,61.8
2023-11-30T00:04:40-05:00,686.2,---,39.17,61.1
2023-11-30T00:44:41-05:00,675.1,---,38.88,60.6
2023-11-30T01:20:00-05:00,---,---,---,---
2023-11-30T01:58:41-05:00,637.8,---,39.04,59.5
2023-11-30T02:38:41-05:00,594.9,---,39.36,59.1
2023-11-30T03:18:41-05:00,623,---,38.98,59.5
2023-11-30T03:58:41-05:00,554,---,37.72,59.6
2023-11-30T04:38:41-05:00,502.9,---,38.01,59.1
2023-11-30T05:18:41-05:00,527.2,---,37.37,59.1
2023-11-30T05:58:41-05:00,583.5,---,38.77,62.1
2023-11-30T06:38:42-05:00,544.3,---,37.16,62.8
2023-11-30T07:18:42-05:00,513,---,35.31,63.8
2023-11-30T07:58:42-05:00,674.3,---,38.39,63.3
2023-11-30T08:38:42-05:00,660.3,---,38.7,62.9
2023-11-30T09:19:42-05:00,608.8,---,35.82,63.3
2023-11-30T09:59:42-05:00,577,---,35.83,62.4
2023-11-30T10:39:42-05:00,479.2,---,34.75,63.7
2023-11-30T11:19:42-05:00,500.8,---,33.7,68.3
2023-11-30T11:59:42-05:00,507.9,---,31.89,70.3
2023-11-30T12:39:43-05:00,525.9,---,30.06,70.8
2023-11-30T13:19:43-05:00,449.6,---,29.42,72
2023-11-30T13:59:43-05:00,508.5,---,32.25,68.2
2023-11-30T14:39:43-05:00,558.8,---,34.44,65.6
2023-11-30T15:19:43-05:00,488.8,---,34.73,65.3
2023-11-30T15:59:43-05:00,437,---,34.34,67
2023-11-30T16:40:00-05:00,---,---,---,---
2023-11-30T17:20:00-05:00,---,---,---,---
2023-11-30T18:00:00-05:00,---,---,---,---
2023-11-30T18:40:00-05:00,---,---,---,---
2023-11-30T19:20:00-05:00,---,---,---,---
2023-11-30T20:00:00-05:00,---,---,---,---
2023-11-30T20:40:00-05:00,---,---,---,---
2023-11-30T21:20:00-05:00,---,---,---,---
2023-11-30T22:00:00-05:00,---,---,---,---
2023-11-30T22:40:00-05:00,---,---,---,---
2023-11-30T23:20:00-05:00,---,---,---,---
2023-12-01T00:00:44-05:00,637.3,---,39.56,65.2
2023-12-01T01:01:45-05:00,596.1,---,38.85,63.7
2023-12-01T02:02:45-05:00,553.3,---,38.9,62.7
2023-12-01T03:04:45-05:00,526.8,---,38.82,61.8
2023-12-01T04:05:45-05:00,511.8,---,38.39,61.3
2023-12-01T05:06:45-05:00,533.8,---,38.91,60.6
2023-12-01T06:08:45-05:00,603.9,---,41.13,64.7
2023-12-01T07:09:46-05:00,591.2,---,38.09,64.8
2023-12-01T08:10:00-05:00,---,---,---,---
2023-12-01T09:11:46-05:00,644.8,---,38.93,64.1
2023-12-01T10:12:46-05:00,609.3,---,38.14,63.4
2023-12-01T11:13:46-05:00,599,---,38.69,63.1
2023-12-01T12:15:47-05:00,583.9,---,38.93,62.9
2023-12-01T13:16:47-05:00,526,---,38.39,63.7
2023-12-01T14:18:47-05:00,514.2,---,39.21,62.6
2023-12-01T15:19:47-05:00,530.5,---,39.03,62.8
2023-12-01T16:20:00-05:00,---,---,---,---
2023-12-01T17:21:47-05:00,593.8,---,38.9,66.2
2023-12-01T18:22:48-05:00,1473.8,---,42.67,66.9
2023-12-01T19:23:48-05:00,1311.6,---,42.71,68.2
2023-12-01T20:25:48-05:00,1027.3,---,40.6,67.4
2023-12-01T21:26:48-05:00,907.3,---,41.04,66.2
2023-12-01T22:27:48-05:00,846.1,---,41.49,66.6
2023-12-01T23:29:48-05:00,834.4,---,40.78,66.2
2023-12-02T00:30:00-05:00,---,---,---,---
2023-12-02T01:30:49-05:00,816.9,---,40.85,65.9
2023-12-02T02:32:49-05:00,725.8,---,41.75,65.5
2023-12-02T03:33:49-05:00,670.6,---,42.33,64.4
2023-12-02T04:35:49-05:00,646.2,---,41.81,63.9
2023-12-02T05:36:49-05:00,635.4,---,41.71,63.3
2023-12-02T06:37:50-05:00,638.9,---,41.38,63.3
2023-12-02T07:39:50-05:00,631.6,---,41.44,62.5
2023-12-02T08:40:00-05:00,---,---,---,---
2023-12-02T09:40:50-05:00,1011.9,---,44.54,66.7
2023-12-02T10:42:50-05:00,823.3,---,40.97,67.4
2023-12-02T11:43:51-05:00,766.9,---,40.87,68
2023-12-02T12:44:51-05:00,937.5,---,44.27,68.2
2023-12-02T13:46:51-05:00,1048.7,---,43.91,68.2
2023-12-02T14:47:51-05:00,892.3,---,43.26,67.9
2023-12-02T15:48:51-05:00,934.7,---,44.62,67.7
2023-12-02T16:50:00-05:00,---,---,---,---
2023-12-02T17:50:52-05:00,819.3,---,43.6,68.7
2023-12-02T18:52:52-05:00,1531.3,---,46.48,68.4
2023-12-02T19:53:52-05:00,1880,---,47.98,69.1
2023-12-02T20:54:52-05:00,1625.6,---,46,70.2
2023-12-02T21:56:52-05:00,1262.7,---,44.07,69.2
2023-12-02T22:57:53-05:00,1044.3,---,44.03,67.8
2023-12-02T23:58:53-05:00,884.3,---,44.45,66.8
2023-12-03T01:00:00-05:00,---,---,---,---
2023-12-03T02:00:53-05:00,650.9,---,43.79,65.5
2023-12-03T03:01:53-05:00,609.8,---,43.83,64.7
2023-12-03T04:03:53-05:00,573.5,---,43.8,64.2
2023-12-03T05:04:54-05:00,540.5,---,43.45,63.7
2023-12-03T06:05:54-05:00,512.4,---,42.17,64.2
2023-12-03T07:07:54-05:00,556,---,43.87,63
2023-12-03T08:08:54-05:00,521.4,---,43.44,62.5
2023-12-03T09:10:00-05:00,---,---,---,---
2023-12-03T10:10:54-05:00,522,---,41.39,66.5
2023-12-03T11:11:55-05:00,994.9,---,47.53,67.8
2023-12-03T12:13:55-05:00,1115.8,---,47.24,67.4
2023-12-03T13:14:55-05:00,894.2,---,45.02,67.8
2023-12-03T14:15:56-05:00,1029.3,---,44.89,67.8
2023-12-03T15:17:55-05:00,828.3,---,43.74,68.2
2023-12-03T16:17:56-05:00,792.8,---,43.78,67.9
2023-12-03T17:18:56-05:00,689.2,---,43.8,67.3
2023-12-03T18:20:00-05:00,---,---,---,---
2023-12-03T19:20:57-05:00,688,---,43.89,66.8
2023-12-03T20:22:57-05:00,1495.9,---,51.73,68.2
2023-12-03T21:23:57-05:00,1268.4,---,47.81,68
2023-12-03T22:24:57-05:00,1055.6,---,47.61,66.8
2023-12-03T23:26:57-05:00,944.3,---,48.63,65.5
2023-12-04T00:27:58-05:00,760.4,---,47.68,64.8
2023-12-04T01:29:58-05:00,649.7,---,46.51,64.3
2023-12-04T02:30:58-05:00,596,---,46.08,63.9
2023-12-04T03:31:58-05:00,558.6,---,45.83,63.3
2023-12-04T04:32:58-05:00,539.9,---,45.56,62.8
2023-12-04T05:34:58-05:00,617.5,---,46.91,64.8
2023-12-04T06:35:59-05:00,696,---,46.44,66.1
2023-12-04T07:36:59-05:00,611.1,---,44.98,65.7
2023-12-04T08:38:59-05:00,734.1,---,46.06,66
2023-12-04T09:39:59-05:00,710.8,---,44.19,66.8
2023-12-04T10:40:59-05:00,680.7,---,43.03,68.2
2023-12-04T11:42:00-05:00,628.1,---,41.11,69.9
2023-12-04T12:43:00-05:00,636.1,---,41.49,68.4
2023-12-04T13:45:00-05:00,607.3,---,42.45,67.3
2023-12-04T14:46:01-05:00,558.3,---,37.28,71
2023-12-04T15:47:01-05:00,502.1,---,42,66.8
2023-12-04T16:49:02-05:00,904.1,---,45.25,67.3
2023-12-04T17:50:00-05:00,---,---,---,---
2023-12-04T18:50:02-05:00,1095.3,---,48.11,66.8
2023-12-04T19:52:03-05:00,1558.2,---,52.26,67
2023-12-04T20:53:03-05:00,1091.3,---,47.35,66.8
2023-12-04T21:54:04-05:00,844.7,---,45.35,66.6
2023-12-04T22:56:04-05:00,848.5,---,45.66,65.8
2023-12-04T23:57:05-05:00,747.9,---,45.03,64.5
2023-12-05T00:59:05-05:00,658,---,45.59,62.9
2023-12-05T02:00:00-05:00,---,---,---,---
2023-12-05T03:01:06-05:00,547.8,---,44.5,61.6
2023-12-05T04:03:06-05:00,507,---,43.76,61.4
2023-12-05T05:04:06-05:00,484.2,---,43.79,60.8
2023-12-05T06:05:07-05:00,628.5,---,44.57,64.4
2023-12-05T07:07:07-05:00,638.4,---,43.24,64.7
2023-12-05T08:08:07-05:00,586.4,---,42.27,65
2023-12-05T09:09:07-05:00,635.4,---,43.23,63.6
2023-12-05T10:10:07-05:00,590.6,---,42.71,62.9
2023-12-05T11:11:08-05:00,575.2,---,42.49,62.7
2023-12-05T12:12:08-05:00,505.8,---,41.79,63.3
2023-12-05T13:14:08-05:00,517.9,---,41.65,62.8
2023-12-05T14:15:08-05:00,502.2,---,40.85,63.3
2023-12-05T15:17:08-05:00,495.6,---,40.84,62.9
2023-12-05T16:18:09-05:00,458.7,---,39.78,64.6
2023-12-05T17:19:09-05:00,607.3,---,40.27,65.7
2023-12-05T18:20:09-05:00,1724.2,---,45.4,66
2023-12-05T19:21:09-05:00,1163.2,---,41.83,66.1
2023-12-05T20:22:09-05:00,1729,---,45.42,66.1
2023-12-05T21:24:10-05:00,1594.8,---,46.6,66
2023-12-05T22:25:10-05:00,1174.6,---,45.16,66.2
2023-12-05T23:26:10-05:00,1096,---,44.74,65.1
2023-12-06T00:28:10-05:00,798.6,---,43.04,63.9
2023-12-06T01:29:10-05:00,678.8,---,42.68,62.8
2023-12-06T02:30:11-05:00,584.2,---,42.48,61.7
2023-12-06T03:31:11-05:00,531.8,---,42.17,60.8
2023-12-06T04:32:11-05:00,499.3,---,41.97,60.2
2023-12-06T05:34:11-05:00,521.3,---,42.28,62.8
2023-12-06T06:35:11-05:00,580.5,---,43.22,64.4
2023-12-06T07:36:12-05:00,534.8,---,40.92,64.3
2023-12-06T08:38:12-05:00,632.2,---,42.29,64.5
2023-12-06T09:39:12-05:00,601.3,---,42.13,63.1
2023-12-06T10:40:00-05:00,---,---,---,---
2023-12-06T11:41:12-05:00,546.6,---,39.56,63.3
2023-12-06T12:42:12-05:00,501.6,---,38.13,65.5
2023-12-06T13:43:13-05:00,465.3,---,38.65,63.6
2023-12-06T14:45:13-05:00,439.1,---,38.33,63.7
2023-12-06T15:46:13-05:00,418,---,39.06,63.3
2023-12-06T16:48:13-05:00,408,---,38.77,64
2023-12-06T17:49:13-05:00,645.3,---,40.02,64.7
2023-12-06T18:50:00-05:00,---,---,---,---
2023-12-06T19:51:14-05:00,450.3,---,38.4,64
2023-12-06T20:52:14-05:00,434.9,---,38.06,63.8
2023-12-06T21:53:14-05:00,613.2,---,40.2,63.6
2023-12-06T22:55:14-05:00,708,---,41.1,62.1
2023-12-06T23:56:15-05:00,887.3,---,42.65,62.3
2023-12-07T00:57:15-05:00,649.5,---,39.9,61.9
2023-12-07T01:59:15-05:00,558,---,39.86,60.5
2023-12-07T03:00:00-05:00,---,---,---,---
2023-12-07T04:00:15-05:00,505.5,---,38.67,60.4
2023-12-07T05:02:16-05:00,503.8,---,39,59.8
2023-12-07T06:03:16-05:00,525.3,---,40.44,62.9
2023-12-07T07:05:16-05:00,521.4,---,37.27,65
2023-12-07T08:06:16-05:00,541.6,---,38.85,65
2023-12-07T09:07:16-05:00,614.9,---,38.95,63.1
2023-12-07T10:09:17-05:00,579.7,---,38.91,62
2023-12-07T11:09:17-05:00,507.8,---,37.98,62.7
2023-12-07T12:10:00-05:00,---,---,---,---
2023-12-07T13:11:17-05:00,479.8,---,37.36,62.8
2023-12-07T14:07:17-05:00,---,---,---,62.6
2023-12-07T14:41:17-05:00,455.4,---,37.67,62.6
2023-12-07T15:15:18-05:00,---,---,37.77,62.3
2023-12-07T15:56:18-05:00,458.4,---,37.3,64.3
2023-12-07T16:38:18-05:00,555.8,---,37.66,64.9
2023-12-07T17:31:19-05:00,573.3,---,36.63,66.1
2023-12-07T18:32:19-05:00,631.6,---,38.54,64.7
2023-12-07T19:34:19-05:00,848.4,---,39.14,64.8
2023-12-07T20:35:19-05:00,746.5,---,38.59,65.6
2023-12-07T21:32:19-05:00,655.9,---,38.36,65
2023-12-07T22:07:19-05:00,728.3,---,39.04,64.5
2023-12-07T22:40:20-05:00,---,---,---,63.7
2023-12-07T23:13:20-05:00,750.4,---,40.42,63.1
2023-12-07T23:57:20-05:00,676.5,---,39.65,62.7
2023-12-08T00:36:20-05:00,674.3,---,39.47,62.5
2023-12-08T01:29:21-05:00,777,---,41.03,62.3
2023-12-08T02:20:00-05:00,---,---,---,---
2023-12-08T02:53:21-05:00,653,---,40.1,61.2
2023-12-08T03:27:21-05:00,---,---,40.16,60.6
2023-12-08T03:59:21-05:00,580.9,---,40.97,60.6
2023-12-08T04:55:21-05:00,604.6,---,39.72,60.9
2023-12-08T05:57:21-05:00,644,---,40.64,64.1
2023-12-08T06:58:22-05:00,623.1,---,40.18,64.6
2023-12-08T07:59:22-05:00,603.6,---,39.38,64.9
2023-12-08T09:00:22-05:00,677.4,---,40.51,64.1
2023-12-08T10:01:22-05:00,644.3,---,39.44,64.2
2023-12-08T11:02:22-05:00,636.5,---,36.47,68.4
2023-12-08T12:04:22-05:00,587.2,---,36.09,67.2
2023-12-08T13:05:22-05:00,617.4,---,31.34,72.4
2023-12-08T14:06:23-05:00,612.6,---,29.19,75.8
2023-12-08T15:08:23-05:00,613.8,---,32.74,72.1
2023-12-08T16:07:23-05:00,529,---,35.73,69.6
2023-12-08T17:09:23-05:00,601.4,---,37.41,68.1
2023-12-08T18:10:00-05:00,---,---,---,---
2023-12-08T19:10:24-05:00,1620.1,---,43.43,68.8
2023-12-08T20:12:24-05:00,1705.7,---,44.75,69
2023-12-08T21:13:24-05:00,1306.5,---,42.78,68.3
2023-12-08T22:14:24-05:00,1125.9,---,42.19,67.2
2023-12-08T23:16:24-05:00,1043.3,---,43.04,66.4
2023-12-09T00:17:24-05:00,965.8,---,42.42,66.3
2023-12-09T01:18:25-05:00,865.3,---,41.95,65.7
2023-12-09T02:20:00-05:00,---,---,---,---
2023-12-09T03:20:25-05:00,724.2,---,42,64.2
2023-12-09T04:21:25-05:00,660.8,---,41.55,63.9
2023-12-09T05:23:25-05:00,642.7,---,41.43,63.9
2023-12-09T06:24:26-05:00,616.8,---,40.99,63.8
