timestamp,co2[ppm],exposure[null],full_particulate[undefined],humidity[%],pm0p3_cpl_a[counts/dL],pm0p3_cpl_b[counts/dL],pm0p5_cpl_a[counts/dL],pm0p5_cpl_b[counts/dL],pm10p0[null],pm10p0_atm_a[ug/m^3],pm10p0_atm_b[ug/m^3],pm10p0_cf1_a[ug/m^3],pm10p0_cf1_b[ug/m^3],pm10p0_cpl_a[counts/dL],pm10p0_cpl_b[counts/dL],pm1p0[null],pm1p0_atm_a[ug/m^3],pm1p0_atm_b[ug/m^3],pm1p0_cf1_a[ug/m^3],pm1p0_cf1_b[ug/m^3],pm1p0_cpl_a[counts/dL],pm1p0_cpl_b[counts/dL],pm2p5[ug/m^3],pm2p5_atm_a[ug/m^3],pm2p5_atm_b[ug/m^3],pm2p5_cf1_a[ug/m^3],pm2p5_cf1_b[ug/m^3],pm2p5_cpl_a[counts/dL],pm2p5_cpl_b[counts/dL],pm5p0_cpl_a[counts/dL],pm5p0_cpl_b[counts/dL],pressure[Pa],temperature[°F]
2023-06-27T21:47:39-04:00,566.667,1,---,54.795,1272.5,1265.75,370.833,362.75,13.333,14.583,12.083,14.583,12.083,0.333,0,5.625,5.333,5.917,5.333,5.917,117.833,94.833,12.625,13.5,11.75,13.5,11.75,15.167,9.083,1.167,0.333,98161.6,76
2023-06-27T21:48:39-04:00,563.833,1,---,55.039,1305,1202,372.5,358.833,13.417,14.5,12.333,14.5,12.333,0,0.417,6.167,6.25,6.083,6.25,6.083,114,101.167,12.042,12.417,11.667,12.417,11.667,12,9.667,3.333,0.75,98158.767,75.9
2023-06-27T21:49:39-04:00,562.333,1,---,55.047,1267.5,1216.25,366,357.833,14.625,15.083,14.167,15.083,14.167,0,0.583,5.542,5.583,5.5,5.583,5.5,130.5,106.417,13.75,14.667,12.833,14.667,12.833,13.5,12.917,0.5,1.5,98154.308,75.8
2023-06-27T21:51:39-04:00,566.25,1,---,55.17,1406,1180.5,411.167,338.333,14.958,17.083,12.833,17.083,12.833,0.5,0.333,6.333,6.75,5.917,6.75,5.917,129,95.333,13.917,15.833,12,15.833,12,18.833,13,1.833,1.083,98147.708,76
2023-06-27T21:52:39-04:00,563.417,1,---,55.004,1342.5,1159.25,391.167,328.583,14.417,16.167,12.667,16.167,12.667,0,0,6.042,6.75,5.333,6.75,5.333,119.167,105.083,13.417,15.167,11.667,15.167,11.667,16.167,13.417,0.333,0.75,98146.675,76
2023-06-27T21:54:39-04:00,559.583,1,---,54.628,1284,1180.25,377,352,15.042,15.5,14.583,15.5,14.583,0,0.833,6.167,6.417,5.917,6.417,5.917,117.167,115.25,14.375,15.167,13.583,15.167,13.583,16.333,14.417,0.333,1.083,98137.742,76.2
2023-06-27T21:55:39-04:00,564.917,1,---,55.234,1299.5,1236.5,377.667,362.833,14.042,14.917,13.167,14.917,13.167,0,0.333,6.625,6.5,6.75,6.5,6.75,114.167,102.667,13.25,13.75,12.75,13.75,12.75,11.667,12.083,1.333,0.583,98136.483,76.1
2023-06-27T21:56:39-04:00,602,1,---,54.959,1333,1164.5,382.333,339.667,13.5,14.25,12.75,14.25,12.75,0,0.667,5.583,5.917,5.25,5.917,5.25,111.667,90.167,13,14.083,11.917,14.083,11.917,14.667,12.583,0,1.167,98129.283,76.3
2023-06-27T21:58:39-04:00,564.583,1,---,54.548,1289,1170.75,366.833,346.583,14.125,16.167,12.083,16.167,12.083,1.667,0,6.542,6.583,6.5,6.583,6.5,114.333,89.833,13.25,14.75,11.75,14.75,11.75,18.167,10.583,2,0.417,98125.1,76.4
2023-06-27T21:59:39-04:00,578.667,1,---,54.509,1284.5,1233.5,358.833,362.75,13.167,14,12.333,14,12.333,0.833,0,5.958,5.583,6.333,5.583,6.333,102.833,92.25,12.333,12.5,12.167,12.5,12.167,12.833,10.5,1.667,0,98125.025,76.5
2023-06-27T22:01:39-04:00,558.417,1,---,54.342,1159,1156.5,322.833,341.167,12.667,12.75,12.583,12.75,12.583,0,0.083,5,4.667,5.333,4.667,5.333,96.333,95.583,12.25,12.167,12.333,12.167,12.333,15.5,12.667,0,0.167,98120.092,76.6
2023-06-27T22:02:39-04:00,556.727,1,---,54.202,1179.273,1190.182,352,341.636,13.409,14.364,12.455,14.364,12.455,0.909,0,5.773,5.727,5.818,5.727,5.818,108.909,94.545,12.682,13.182,12.182,13.182,12.182,14,9.091,2,0.273,98119.755,76.7
2023-06-27T22:03:39-04:00,559,1,---,54.114,1118.5,1023.25,325.167,297.5,12.125,13.167,11.083,13.167,11.083,0,0,5.292,5.25,5.333,5.25,5.333,101.833,77.5,11.208,12.417,10,12.417,10,12.833,9.667,1.5,1.5,98118.9,76.8
2023-06-27T22:05:39-04:00,562.5,1,---,53.708,1286,996.5,382.5,292.667,12.292,14.583,10,14.583,10,0.833,0,5.5,6.5,4.5,6.5,4.5,108.167,75.583,11.417,13.583,9.25,13.583,9.25,14.167,7.583,1.5,0.75,98116.883,77.1
2023-06-27T22:06:39-04:00,558.583,1,---,53.484,1173,1160.25,346.833,340,14.042,15.333,12.75,15.333,12.75,0.333,0,6,6.083,5.917,6.083,5.917,102.833,106.25,13.417,14.25,12.583,14.25,12.583,21.333,8.25,1.333,0.417,98118.083,77.2
2023-06-27T22:08:39-04:00,561.25,---,---,---,1106,1195.25,321,348.25,12.5,12.417,12.583,12.417,12.583,0,0,5.625,5.25,6,5.25,6,92.667,97.667,11.875,11.417,12.333,11.417,12.333,11.333,11.333,1.167,0,---,77.4
2023-06-27T22:09:39-04:00,---,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,98108,---
2023-06-27T22:11:39-04:00,558.75,1,---,52.857,1231,1117.25,364.667,332.083,12.042,12.5,11.583,12.5,11.583,0,0,6.125,6.333,5.917,6.333,5.917,93.167,85.333,11.667,12.083,11.25,12.083,11.25,10.667,8.917,0.167,0.417,98101.017,77.7
2023-06-27T22:12:39-04:00,558.25,1,---,52.743,1218,1068,349.5,306.5,11.5,12.333,10.667,12.333,10.667,0.833,0,5.417,5.333,5.5,5.333,5.5,87.667,86.917,11.125,11.667,10.583,11.667,10.583,10.667,9,0.833,0,98100.2,77.8
2023-06-27T22:13:39-04:00,555.167,1,---,52.678,1197.5,1132.5,343.5,327.083,13.333,14.333,12.333,14.333,12.333,0,0,5.75,6.083,5.417,6.083,5.417,99.667,93.917,12.792,13.5,12.083,13.5,12.083,16.667,12,0.667,0,98100.158,77.8
2023-06-27T22:15:39-04:00,554.833,1,---,52.602,1172.5,1183.5,355.333,345.917,14.333,15.5,13.167,15.5,13.167,1.833,0,6.292,5.917,6.667,5.917,6.667,110.333,92.5,12.75,13,12.5,13,12.5,18,14.417,3.833,0.083,98101.075,78
2023-06-27T22:16:39-04:00,553.75,1,---,52.706,1160.5,1148.75,349.167,334.917,12.875,14.833,10.917,14.833,10.917,0.833,0,5.708,5.333,6.083,5.333,6.083,107.667,79.5,11.625,13.333,9.917,13.333,9.917,17.167,8.333,1.5,1.083,98101.017,78.1
2023-06-27T22:18:39-04:00,575.167,1,---,52.313,1190.5,1139.25,355.5,340.167,12.833,14.083,11.583,14.083,11.583,0.833,0,6.125,6.25,6,6.25,6,120.667,87.25,12.375,13.167,11.583,13.167,11.583,11,7,1.667,0,98098.708,78.2
2023-06-27T22:19:39-04:00,584.333,1,---,52.057,1116.5,1041,320.333,305.75,12.042,13,11.083,13,11.083,0,0,5.25,5.25,5.25,5.25,5.25,104.333,84.25,11.583,12.583,10.583,12.583,10.583,13,6.833,0.333,0.417,98098.517,78.3
2023-06-27T22:21:39-04:00,563.083,1,---,52.01,1106.5,1127.25,323.333,344.167,13.208,14.75,11.667,14.75,11.667,0.667,0.333,5.333,5.083,5.583,5.083,5.583,112.667,87.25,11.917,12.917,10.917,12.917,10.917,15.167,8.583,3,1.167,98094.525,78.3
2023-06-27T22:22:39-04:00,565.333,1,---,51.98,1158.5,1088.5,330.167,314.333,11.125,12.333,9.917,12.333,9.917,0,0,5.25,5.083,5.417,5.083,5.417,89.833,73.417,10.542,11.25,9.833,11.25,9.833,10,6.25,1.667,0,98096.425,78.3
2023-06-27T22:23:39-04:00,564.667,1,---,51.864,1081.5,1158.5,314.5,337.417,11.5,11.25,11.75,11.25,11.75,0,0,5.625,5.083,6.167,5.083,6.167,90.833,85.25,11.167,10.833,11.5,10.833,11.5,7.333,10.667,0.833,0,98097.667,78.4
2023-06-27T22:25:39-04:00,563.75,1,---,51.968,1195,1055.5,346.333,306,12.833,14.333,11.333,14.333,11.333,0.833,0.417,5.875,6.083,5.667,6.083,5.667,115.333,89.917,11.542,12.917,10.167,12.917,10.167,15,8.167,1.333,1.167,98100.008,78.3
2023-06-27T22:26:39-04:00,568.5,1,---,51.947,1358,1123.75,395.5,332.917,13.333,15.333,11.333,15.333,11.333,1.167,0,6.083,6.5,5.667,6.5,5.667,109.833,92.917,12.5,14.083,10.917,14.083,10.917,13.333,9.833,1.833,0.167,98100.242,78.3
2023-06-27T22:28:39-04:00,576.833,1,---,51.902,1240.5,1043.5,353.667,312.75,11.292,12.583,10,12.583,10,0,0,5.667,6.417,4.917,6.417,4.917,97.167,91.75,11.167,12.333,10,12.333,10,6.833,7.417,0.167,0,98094.125,78.4
2023-06-27T22:29:39-04:00,572.833,1,---,51.824,1121,1077.5,314,317.25,12.083,12.667,11.5,12.667,11.5,0.5,0.417,5.125,5.25,5,5.25,5,95.333,84.75,11.292,11.917,10.667,11.917,10.667,12.667,9.083,0.833,0.417,98088.433,78.4
2023-06-27T22:30:39-04:00,569.5,1,---,51.861,1174,1176.5,334.833,334.583,11.625,11.667,11.583,11.667,11.583,0.333,0,6.083,6.083,6.083,6.083,6.083,92.333,88.917,11.125,11.333,10.917,11.333,10.917,8.333,9.25,0.333,0.917,98080.833,78.4
2023-06-27T22:32:39-04:00,570,1,---,51.77,1178.5,1104,335.833,312.083,12.125,13.667,10.583,13.667,10.583,1.167,0,5.542,5.833,5.25,5.833,5.25,105,92.25,11.542,12.583,10.5,12.583,10.5,12.167,6.5,1.167,0.25,98070.325,78.4
2023-06-27T22:33:39-04:00,576.583,1,---,51.725,1209,1121.25,337.167,322.25,12.292,12.667,11.917,12.667,11.917,0,0,5.458,5.583,5.333,5.583,5.333,102.167,91.333,11.75,12.167,11.333,12.167,11.333,12.167,11.667,0,0.583,98066.817,78.4
2023-06-27T22:35:39-04:00,588.5,1,---,51.699,1163.5,1108.75,342.5,326.417,13.208,14,12.417,14,12.417,0,0.5,6.042,6.083,6,6.083,6,100.5,88.25,12.292,13.25,11.333,13.25,11.333,19,12.417,0.833,2.167,98065.492,78.4
2023-06-27T22:36:39-04:00,593.25,1,---,51.674,1252.5,1099,369.5,314.417,12.542,14.25,10.833,14.25,10.833,0,0.417,6.5,7.167,5.833,7.167,5.833,98.333,82.333,11.667,12.917,10.417,12.917,10.417,14,6.417,2.333,0.417,98063.608,78.5
2023-06-27T22:37:39-04:00,591.333,1,---,51.632,1148.5,1159,341,338,12.833,13.75,11.917,13.75,11.917,0,0,5.792,5.75,5.833,5.75,5.833,106,86.917,12.125,12.5,11.75,12.5,11.75,15.167,11.833,1.167,0.417,98061.942,78.5
2023-06-27T22:39:39-04:00,587.091,1,---,51.651,1200.545,1189.091,359.818,344.364,12.727,13.545,11.909,13.545,11.909,0,0.455,6.636,6.727,6.545,6.727,6.545,99.091,87.455,12.182,13,11.364,13,11.364,13.273,6.455,0.182,0.909,98057.436,78.5
2023-06-27T22:40:39-04:00,590.167,1,---,51.673,1245.5,1180.5,375.333,331.833,12.667,14.083,11.25,14.083,11.25,0,0,6.375,6.833,5.917,6.833,5.917,101.333,83.5,12.167,13.417,10.917,13.417,10.917,15.5,7.333,0.833,0.417,98057.608,78.4
2023-06-27T22:42:39-04:00,604.5,1,---,51.613,1350.5,1145.25,393.667,324,13.792,15.333,12.25,15.333,12.25,0,0.417,5.75,6.5,5,6.5,5,116,100.25,13.25,15,11.5,15,11.5,14.5,10.833,0.5,1.167,98051.008,78.4
2023-06-27T22:43:39-04:00,598.25,1,---,51.602,1446.5,1214.5,423.167,351.167,15.25,17.917,12.583,17.917,12.583,0.5,0,6.292,7.25,5.333,7.25,5.333,122,96.75,13.958,15.75,12.167,15.75,12.167,19.5,10.667,2.667,0.583,98051.017,78.3
2023-06-27T22:45:39-04:00,---,---,---,---,1428,1358,421.333,389.917,15.625,15.417,15.833,15.417,15.833,0.833,0,7.292,7.583,7,7.583,7,110.667,122.667,14.75,14.083,15.417,14.083,15.417,10,12.5,0.833,0.5,---,---
2023-06-27T22:46:39-04:00,587.583,1,---,51.635,1511,1504.75,432.167,420.417,15.917,16.167,15.667,16.167,15.667,0.833,0,7.833,7.833,7.833,7.833,7.833,112.167,123.833,15.292,15,15.583,15,15.583,15.5,13.167,0.833,0,98051.992,78.2
2023-06-27T22:47:39-04:00,582.5,1,---,51.689,1579,1525.5,460,435.25,16.5,17.417,15.583,17.417,15.583,0,0,8.042,8.25,7.833,8.25,7.833,133.833,118.917,16.25,17.417,15.083,17.417,15.083,14,13.083,0,0.417,98052.967,78.1
2023-06-27T22:49:39-04:00,569.5,1,---,51.67,1859,1637.5,534.333,475.833,18.833,20.417,17.25,20.417,17.25,0,0.5,9,9.583,8.417,9.583,8.417,139,133.667,17.458,18.75,16.167,18.75,16.167,14.167,11,3,1,98049.242,78.1
2023-06-27T22:50:39-04:00,566.417,1,---,51.613,1885.5,1756.5,557.333,496.583,21.125,21.667,20.583,21.667,20.583,0.667,1,9.625,9.917,9.333,9.917,9.333,149.333,155.083,19.792,20.5,19.083,20.5,19.083,18.167,14.583,1.333,1.75,98045.667,78.1
2023-06-27T22:52:39-04:00,565.667,1,---,51.517,1650,1617.75,480.667,466.917,18.667,20.25,17.083,20.25,17.083,0.5,0,8.292,8.333,8.25,8.333,8.25,160.167,125.417,17.833,19.083,16.583,19.083,16.583,18.333,15.833,0.833,0.667,98043.092,78.1
2023-06-27T22:53:39-04:00,566.917,1,---,51.368,1683.5,1598.25,515.333,471.583,19.708,21.667,17.75,21.667,17.75,0.833,0,8.792,9.083,8.5,9.083,8.5,139.833,129.667,18.167,19.083,17.25,19.083,17.25,22.667,16.333,1.833,0.583,98040.417,78.2
2023-06-27T22:54:39-04:00,564.417,1,---,51.366,1642.5,1439,479.667,402,16.625,19.083,14.167,19.083,14.167,0,0,7.75,8.25,7.25,8.25,7.25,138,104.75,15.917,17.667,14.167,17.667,14.167,15.5,9,1.833,0,98037.358,78.3
2023-06-27T22:56:39-04:00,563.25,1,---,51.404,1697.5,1470.75,479,408.5,17.417,20,14.833,20,14.833,2.5,0,8.083,8.583,7.583,8.583,7.583,139.5,108.917,16.042,18.083,14,18.083,14,18.167,12.25,2.5,0.167,98029.492,78.3
2023-06-27T22:57:39-04:00,561.917,1,---,51.454,1721.5,1494,504.5,424.25,17.333,19.75,14.917,19.75,14.917,0.333,0.083,8.25,8.917,7.583,8.917,7.583,147.333,102.75,16.833,19.083,14.583,19.083,14.583,19.5,10.25,0.833,0.333,98033.783,78.2
2023-06-27T22:59:39-04:00,556.083,1,---,51.413,1608,1357.75,454,388.417,16.875,17.75,16,17.75,16,0.333,0.417,7.833,8.167,7.5,8.167,7.5,121.667,124.083,16,17.083,14.917,17.083,14.917,14.333,18.667,0.833,1,98033.575,78.2
2023-06-27T23:00:39-04:00,554.417,1,---,51.321,1594,1415.25,456.5,416.667,16.875,17.75,16,17.75,16,0,0.333,7.542,7.833,7.25,7.833,7.25,135.5,113.917,15.75,16.75,14.75,16.75,14.75,13.833,10.5,1,1.417,98037.142,78.2
2023-06-27T23:02:39-04:00,553.667,1,---,51.272,1555.5,1536,451.333,441,17.458,17.083,17.833,17.083,17.833,0.167,0,7.833,7.833,7.833,7.833,7.833,126.667,133,16.375,16.167,16.583,16.167,16.583,14,16.833,1,1.167,98040.158,78.2
2023-06-27T23:03:39-04:00,554.75,1,---,51.333,1598.5,1390.5,456.833,400.667,16.75,18.5,15,18.5,15,0.667,0.167,7.292,8,6.583,8,6.583,133,119.833,15.542,16.417,14.667,16.417,14.667,13.5,12.083,2.667,0.583,98042.867,78.2
2023-06-27T23:04:39-04:00,553.833,1,---,51.339,1519.5,1341,436.667,390.333,16.25,16.833,15.667,16.833,15.667,0,0.167,7.167,7.333,7,7.333,7,137.667,120.333,15.958,16.833,15.083,16.833,15.083,15.333,14.667,0,0.917,98040.433,78.3
2023-06-27T23:06:39-04:00,548.667,1,---,51.476,1483,1290.75,437.667,377.5,16.292,19,13.583,19,13.583,0.833,0,7.542,8,7.083,8,7.083,132.833,99.667,15.042,17.083,13,17.083,13,22,9.5,2.333,0.5,98029.825,78.2
2023-06-27T23:07:39-04:00,547.917,1,---,51.543,1401,1334.25,409.667,388.167,14.542,15.417,13.667,15.417,13.667,0,0,7.25,7.25,7.25,7.25,7.25,111.167,104,14,14.333,13.667,14.333,13.667,13.333,10.25,1,0.167,98027.867,78.1
2023-06-27T23:09:39-04:00,544.083,1,---,51.618,1540,1304.75,448.333,382.167,15.958,18.583,13.333,18.583,13.333,0.833,0,7.375,7.917,6.833,7.917,6.833,145.333,92.333,14.458,16.417,12.5,16.417,12.5,17.167,10.833,2.667,0.333,98025.342,78.1
2023-06-27T23:10:39-04:00,542.333,1,---,51.606,1318,1441.75,382.167,416.75,15.208,15.583,14.833,15.583,14.833,1.5,0.417,7,6.417,7.583,6.417,7.583,107.167,105,13.75,13.417,14.083,13.417,14.083,13.667,7.25,2.167,0.917,98024.742,78.1
2023-06-27T23:12:39-04:00,539.333,1,---,51.672,1538,1169.25,446,345,15.833,18,13.667,18,13.667,0.833,0,7.375,8.583,6.167,8.583,6.167,122,105.167,14.208,15.333,13.083,15.333,13.083,17.167,11,2.667,0.5,98025.017,78
2023-06-27T23:13:39-04:00,537.333,1,---,51.778,1411.5,1265.75,405.333,357.417,14.958,16.5,13.417,16.5,13.417,0,0.417,6.875,7.167,6.583,7.167,6.583,116.333,101.083,13.958,15.167,12.75,15.167,12.75,15.667,10.5,2,0.75,98026.542,78
2023-06-27T23:14:39-04:00,534.083,1,---,51.835,1397.5,1248.25,409.167,364.75,14.5,15.167,13.833,15.167,13.833,0,0,6.875,7.333,6.417,7.333,6.417,118.833,107.167,14.25,14.667,13.833,14.667,13.833,11.667,12.5,1,0.083,98029.525,77.9
2023-06-27T23:16:39-04:00,530.636,1,---,51.907,1200.545,1293,351.273,374.182,13.364,13.909,12.818,13.909,12.818,0.545,0.909,5.909,5.727,6.091,5.727,6.091,111.273,95,12.364,12.455,12.273,12.455,12.273,12.364,9.455,2.182,1,98034.727,77.9
2023-06-27T23:17:39-04:00,529.083,1,---,51.948,1196,1231.5,357.833,362.583,13.75,15,12.5,15,12.5,1.667,0,6.417,6.417,6.417,6.417,6.417,100.167,98.417,12.458,13.083,11.833,13.083,11.833,14,9.917,2.5,0.417,98034.55,77.9
2023-06-27T23:19:39-04:00,524.75,1,---,52.061,1273.5,1198,380.167,341.833,13.958,16.083,11.833,16.083,11.833,0.5,0,6.625,6.833,6.417,6.833,6.417,103.333,83.917,13.208,14.917,11.5,14.917,11.5,19.5,10.083,0.5,0.417,98035.033,77.9
2023-06-27T23:20:39-04:00,524.25,1,---,52.207,1276,1056.75,370.5,316.333,14.083,16.25,11.917,16.25,11.917,0,0,5.958,6.083,5.833,6.083,5.833,115.667,103.083,13.333,14.75,11.917,14.75,11.917,17.5,9.083,1.5,0,98032.642,77.8
2023-06-27T23:21:39-04:00,523.083,1,---,52.274,1252,1058.25,361.167,313.583,12.333,13.333,11.333,13.333,11.333,0,0,6.167,6.333,6,6.333,6,100.5,90.667,11.875,12.667,11.083,12.667,11.083,10.333,7.167,0,0,98031.192,77.8
2023-06-27T23:23:39-04:00,523.5,1,---,52.308,1165,1137.25,342.167,332.167,12,12.667,11.333,12.667,11.333,0.667,0.083,5.625,5.917,5.333,5.917,5.333,100,95.083,11.583,12.083,11.083,12.083,11.083,8.167,7.333,0.667,0.083,98023.567,77.8
2023-06-27T23:24:39-04:00,522.417,1,---,52.368,1265.5,1051.75,357.333,306,12.333,13.333,11.333,13.333,11.333,0,0.333,5.583,6,5.167,6,5.167,106.5,87.75,11.708,12.5,10.917,12.5,10.917,11.167,9.75,1,0.333,98020.708,77.8
2023-06-27T23:26:39-04:00,521,1,---,52.458,1225,1049.75,352.333,292.75,11.958,13.083,10.833,13.083,10.833,1.333,0.333,4.917,5.167,4.667,5.167,4.667,96.833,81.25,10.667,11.167,10.167,11.167,10.167,11.333,9.417,3,0.5,98021.792,77.8
2023-06-27T23:27:39-04:00,518.667,1,---,52.427,1265,1181.25,374,349.917,13.583,13.75,13.417,13.75,13.417,0,0.333,6.542,6.5,6.583,6.5,6.583,103.667,108,12.667,12.75,12.583,12.75,12.583,10.833,10.333,1.667,0.917,98021.283,77.8
2023-06-27T23:29:39-04:00,505.833,1,---,52.463,1210,1087.75,361.833,319.417,13.083,14,12.167,14,12.167,0,0,5.417,5.75,5.083,5.75,5.083,102.333,87.75,12.083,12.333,11.833,12.333,11.833,12.167,14.583,1.833,0.333,98012.3,77.8
2023-06-27T23:30:39-04:00,512.75,1,---,52.496,1133,1055,326.167,304.167,11.375,11.75,11,11.75,11,0.833,0,5.333,5.417,5.25,5.417,5.25,100.667,81.083,11.042,11.167,10.917,11.167,10.917,9.5,9.833,0.833,0.083,98008.85,77.8
2023-06-27T23:31:39-04:00,513.333,1,---,52.533,1115,1069,312.333,319.5,10.667,10.75,10.583,10.75,10.583,0.167,0,4.917,4.583,5.25,4.583,5.25,97,84.833,10.375,10.25,10.5,10.25,10.5,8.667,7.583,1,0,98004.183,77.8
2023-06-27T23:33:39-04:00,513.75,1,---,52.646,1152.5,967.25,341,282.083,11.625,13.25,10,13.25,10,0.833,0,5.167,5.5,4.833,5.5,4.833,89.667,69.833,10.542,11.583,9.5,11.583,9.5,14.833,7.417,0.833,0.583,98005.65,77.8
2023-06-27T23:34:39-04:00,512,1,---,52.635,1217,989.25,355.333,281.917,11.542,13,10.083,13,10.083,0,0.417,5.333,6,4.667,6,4.667,90.667,74.167,10.917,12.75,9.083,12.75,9.083,13.167,6.167,0,1.083,98007.733,77.8
2023-06-27T23:36:39-04:00,506.917,1,---,52.668,1183.5,1031.25,347.5,292.417,12.167,14.417,9.917,14.417,9.917,0.333,0.333,5.083,5.5,4.667,5.5,4.667,100.833,74.75,10.708,12.667,8.75,12.667,8.75,13.167,6.5,2.167,0.833,98015.583,77.8
2023-06-27T23:37:39-04:00,498.25,---,---,---,1170.5,1077.5,337.333,313.75,12.875,14.75,11,14.75,11,0.5,0.167,5.5,5.333,5.667,5.333,5.667,111.5,79.833,11.875,13.333,10.417,13.333,10.417,14,9.167,2.167,0.25,---,77.8
2023-06-27T23:38:39-04:00,498.75,1,---,52.636,1091.5,1086.5,317.5,310.167,12.042,12.333,11.75,12.333,11.75,0,0,5.5,5.417,5.583,5.417,5.583,91.5,83,11.25,11.667,10.833,11.667,10.833,11.833,8.833,0.5,1,98014.142,77.8
2023-06-27T23:40:39-04:00,507,1,---,52.758,1185.5,975,345.333,276,11.5,13.167,9.833,13.167,9.833,0,0.333,5.458,5.917,5,5.917,5,105,74.583,11,13,9,13,9,8.833,6.833,0.333,1,98015.942,77.8
2023-06-27T23:41:39-04:00,507,1,---,52.736,1110.5,1021,321,286.833,11.833,13.083,10.583,13.083,10.583,0,0.5,5.375,5.667,5.083,5.667,5.083,98.5,83.667,11.25,12.833,9.667,12.833,9.667,15.667,9,0.5,0.833,98016.158,77.8
2023-06-27T23:43:39-04:00,504.25,1,---,52.718,1178.5,1042.5,343.167,303.833,12.333,13.25,11.417,13.25,11.417,0,0.417,5.75,6.083,5.417,6.083,5.417,104.667,89.167,11.708,12.417,11,12.417,11,11.833,10.25,1.167,0.75,98015.317,77.8
2023-06-27T23:44:39-04:00,500.75,1,---,52.684,1151,961,331,278.333,11.333,13,9.667,13,9.667,0.833,0,5.333,5.583,5.083,5.583,5.083,77,75.167,10.458,11.25,9.667,11.25,9.667,16.833,7,1.667,0,98017.742,77.8
2023-06-27T23:46:39-04:00,488.083,1,---,52.628,1269,1062.75,366.333,301.417,12.667,14.917,10.417,14.917,10.417,1.167,0.5,5.458,5.417,5.5,5.417,5.5,117.5,78.417,11.833,13.667,10,13.667,10,13.333,7.917,1.167,0.5,98017.575,77.8
2023-06-27T23:47:39-04:00,481.333,1,---,52.618,1230.5,1079.25,352.167,305.167,13.208,16.417,10,16.417,10,0.5,0,5.542,5.833,5.25,5.833,5.25,119.333,79.333,12.125,14.25,10,14.25,10,16.333,9.167,3.5,0.25,98015.608,77.8
2023-06-27T23:48:39-04:00,491.833,1,---,52.523,1110,1085,319.5,306.333,11.583,13.583,9.583,13.583,9.583,0.833,0,5.292,5.25,5.333,5.25,5.333,89.833,80.667,10.833,12.167,9.5,12.167,9.5,12.333,6.5,1.833,0.167,98017.992,77.8
2023-06-27T23:50:39-04:00,500.5,1,---,52.352,1039,1026,295.667,294,10.833,10.25,11.417,10.25,11.417,0,0.417,5.042,4.833,5.25,4.833,5.25,89,86.833,10.333,10.25,10.417,10.25,10.417,9.5,8.583,0,0.917,98009.158,77.9
2023-06-27T23:51:39-04:00,500,1,---,52.316,1146,1021.25,328.167,285.583,11.458,13.667,9.25,13.667,9.25,0,0,5.375,5.667,5.083,5.667,5.083,105.333,74.917,10.583,12.25,8.917,12.25,8.917,16,4.167,0.833,0.417,98006.058,77.9
2023-06-27T23:53:39-04:00,487.818,1,---,52.253,1163.455,1047.818,347.455,301.909,12.136,14.909,9.364,14.909,9.364,0,0,5.545,6.091,5,6.091,5,111.636,82.818,11.818,14.273,9.364,14.273,9.364,17.455,6.091,0.909,0,98002.273,77.9
2023-06-27T23:54:39-04:00,481.833,1,---,52.181,1122.5,1035,325.333,295.667,10.792,12.167,9.417,12.167,9.417,0,0,4.875,5.167,4.583,5.167,4.583,95.667,85,10.375,11.333,9.417,11.333,9.417,12.333,6.75,0,0,98000.967,77.9
2023-06-27T23:55:39-04:00,484.917,1,---,52.169,1162,1096.5,340.667,327.417,12.083,12.583,11.583,12.583,11.583,0,0.417,5.917,5.917,5.917,5.917,5.917,93.167,86.5,11.042,11.333,10.75,11.333,10.75,10.333,10.667,0.667,0.75,98002.325,77.9
2023-06-27T23:57:39-04:00,488.75,1,---,52.065,1231.5,1063.75,364.833,299.75,12.375,13.5,11.25,13.5,11.25,0,0,6,6.417,5.583,6.417,5.583,106,82.25,11.625,12.667,10.583,12.667,10.583,10.333,10.833,1,1.333,98001.967,77.9
2023-06-27T23:58:39-04:00,486.583,1,---,52.005,1227.5,1067.25,355.833,300.75,12.167,13.833,10.5,13.833,10.5,0.667,0,5.917,6.417,5.417,6.417,5.417,99.333,81.5,11.458,12.75,10.167,12.75,10.167,11.333,8.417,0.833,0.25,97998.767,77.9
2023-06-28T00:00:39-04:00,495.25,1,---,51.973,1238,1099.5,357.5,327.833,13.375,14.667,12.083,14.667,12.083,1.167,0.25,5.833,5.75,5.917,5.75,5.917,106.833,87.083,12.125,13.083,11.167,13.083,11.167,12.833,10.667,2,1.083,97997.908,77.9
2023-06-28T00:01:39-04:00,495.667,1,---,51.908,1308,1181.25,378.333,331.667,13.333,15.083,11.583,15.083,11.583,0.667,0.667,6.125,6.75,5.5,6.75,5.5,104.167,90.167,12.042,12.917,11.167,12.917,11.167,12,10.25,3.667,1.167,97998.042,77.9
2023-06-28T00:03:39-04:00,476.75,1,---,51.712,1194.5,1079.75,348.167,312.583,12.083,13.333,10.833,13.333,10.833,0.833,0.417,5.042,5.583,4.5,5.583,4.5,99.5,89.333,11.333,12.417,10.25,12.417,10.25,13.667,9.083,0.833,0.833,97998.142,78
