timestamp,co2[ppm],exposure[null],full_particulate[undefined],humidity[%],pm0p3_cpl_a[counts/dL],pm0p3_cpl_b[counts/dL],pm0p5_cpl_a[counts/dL],pm0p5_cpl_b[counts/dL],pm10p0[null],pm10p0_atm_a[ug/m^3],pm10p0_atm_b[ug/m^3],pm10p0_cf1_a[ug/m^3],pm10p0_cf1_b[ug/m^3],pm10p0_cpl_a[counts/dL],pm10p0_cpl_b[counts/dL],pm1p0[null],pm1p0_atm_a[ug/m^3],pm1p0_atm_b[ug/m^3],pm1p0_cf1_a[ug/m^3],pm1p0_cf1_b[ug/m^3],pm1p0_cpl_a[counts/dL],pm1p0_cpl_b[counts/dL],pm2p5[ug/m^3],pm2p5_atm_a[ug/m^3],pm2p5_atm_b[ug/m^3],pm2p5_cf1_a[ug/m^3],pm2p5_cf1_b[ug/m^3],pm2p5_cpl_a[counts/dL],pm2p5_cpl_b[counts/dL],pm5p0_cpl_a[counts/dL],pm5p0_cpl_b[counts/dL],pressure[Pa],temperature[°F]
2023-06-28T03:45:39-04:00,438.667,1,---,53.95,1405,1254.5,405,354.083,13.958,16,11.917,16,11.917,0.333,0.25,6.417,6.25,6.583,6.25,6.583,127.5,94.583,13,14.583,11.417,14.583,11.417,12.667,4.583,1.833,0.25,97933.35,78.5
2023-06-28T03:47:39-04:00,437.917,1,---,53.974,1406,1348,413,368.833,14.042,15.25,12.833,15.25,12.833,0.833,0.417,6.917,7.583,6.25,7.583,6.25,107.167,99.833,13.417,14.333,12.5,14.333,12.5,12.167,9.333,1.167,0.417,97933.817,78.5
2023-06-28T03:48:39-04:00,437.75,1,---,53.948,1413,1301,409,379.667,14.792,15.583,14,15.583,14,0,0,7.125,7.167,7.083,7.167,7.083,116.667,102.167,13.875,14.667,13.083,14.667,13.083,13.333,11.333,1.667,0.75,97933.208,78.5
2023-06-28T03:50:39-04:00,437.75,1,---,53.925,1427.5,1217.25,420.333,349.833,15.208,17,13.417,17,13.417,0.833,0,6.625,7.083,6.167,7.083,6.167,109.333,100.5,14.25,15.667,12.833,15.667,12.833,19.333,10.417,1.333,0.5,97938.625,78.5
2023-06-28T03:51:39-04:00,436.833,1,---,53.904,1454,1296,422.667,369.5,14.333,15.75,12.917,15.75,12.917,0,0.333,6.958,7.167,6.75,7.167,6.75,111.167,96.167,13.833,15.25,12.417,15.25,12.417,14.833,8.417,0,0.417,97944.025,78.6
2023-06-28T03:52:39-04:00,436.083,1,---,53.903,1357,1367.75,407.5,389.25,14.75,15.583,13.917,15.583,13.917,0,0.25,7.167,7.333,7,7.333,7,106.167,106.917,14.083,15,13.167,15,13.167,15.667,11.833,0.833,1.333,97945.658,78.5
2023-06-28T03:54:39-04:00,437.333,1,---,53.865,1276.5,1117.5,376.5,323.583,12.625,12.917,12.333,12.917,12.333,0,0,6.208,6.833,5.583,6.833,5.583,91,100.583,11.875,12.167,11.583,12.167,11.583,8.167,10.917,1,0.583,97943.458,78.6
2023-06-28T03:55:39-04:00,437.917,1,---,53.927,1320.5,1154.5,386,329.167,13.083,14.917,11.25,14.917,11.25,0,0.417,6.125,6.333,5.917,6.333,5.917,105,85.333,12.5,14.25,10.75,14.25,10.75,12,8.667,0.833,0.833,97940.092,78.6
2023-06-28T03:57:39-04:00,437.917,1,---,53.895,1287,1215,368,354.917,13.5,13.083,13.917,13.083,13.917,0.833,0,6.167,6,6.333,6,6.333,99,107.417,13,12.583,13.417,12.583,13.417,10.833,14,0.833,0.417,97942.383,78.6
2023-06-28T03:58:39-04:00,437.545,1,---,53.835,1395.818,1218.273,397.455,361,15.273,17.364,13.182,17.364,13.182,2.182,0.455,6.364,6.545,6.182,6.545,6.182,114,100.545,13.773,14.455,13.091,14.455,13.091,17.455,12.455,4.364,0.455,97941.755,78.6
2023-06-28T04:00:39-04:00,435.25,1,---,53.854,1246.5,1201,366.5,347.667,13.583,14.083,13.083,14.083,13.083,0.833,0.75,6.375,6.583,6.167,6.583,6.167,107.167,98.667,12.625,13,12.25,13,12.25,13.833,8.333,1.667,1.167,97942.867,78.6
2023-06-28T04:01:39-04:00,435.083,1,---,53.866,1417.5,1286,411,369.25,14.375,15.083,13.667,15.083,13.667,0.167,0,6.75,7.417,6.083,7.417,6.083,117,105.833,14,14.5,13.5,14.5,13.5,11.5,11.583,0.167,0.25,97944.45,78.6
2023-06-28T04:02:39-04:00,435,1,---,53.816,1300.5,1236.5,381.167,362.333,13.792,15.583,12,15.583,12,0.667,0,6.625,7.333,5.917,7.333,5.917,112,94.583,13.208,14.583,11.833,14.583,11.833,14.333,10.417,1,0.583,97941.1,78.6
2023-06-28T04:04:39-04:00,436.583,1,---,53.89,1306.5,1150,384.333,331.417,13.75,15.167,12.333,15.167,12.333,0.667,0,5.833,6.75,4.917,6.75,4.917,109.833,97.917,12.75,14.167,11.333,14.167,11.333,14.667,13.75,0.667,1.333,97936.683,78.6
2023-06-28T04:05:39-04:00,437.333,1,---,53.836,1394,1261,406.833,371.25,14.792,16,13.583,16,13.583,0.667,0,6.417,7,5.833,7,5.833,126.333,105.5,14.042,15.167,12.917,15.167,12.917,15,12.833,0.667,0.667,97936.908,78.6
2023-06-28T04:07:39-04:00,435.417,1,---,53.861,1260.5,1180.25,371.833,349.667,13.542,14.083,13,14.083,13,0.167,0,6.5,6.5,6.5,6.5,6.5,109.5,87.75,12.833,13.333,12.333,13.333,12.333,15.167,9.583,0.833,1.167,97935.392,78.6
2023-06-28T04:08:39-04:00,435,1,---,53.863,1275.5,1262.25,377.333,374,14.458,15,13.917,15,13.917,0.667,0.75,6.5,6.333,6.667,6.333,6.667,108.833,99.833,13.458,14,12.917,14,12.917,16.833,11.25,0.833,1.167,97934.5,78.6
2023-06-28T04:09:39-04:00,433.5,1,---,53.839,1391,1280,409.167,363.75,15,16.583,13.417,16.583,13.417,0.833,0.583,6.708,6.667,6.75,6.667,6.75,119,98.833,13.625,14.5,12.75,14.5,12.75,15.333,12.917,2.5,0.583,97932.442,78.6
2023-06-28T04:11:39-04:00,431.5,1,---,53.831,1183.5,1303,347.167,370.5,12.292,12.917,11.667,12.917,11.667,0.333,0.417,6.083,5.833,6.333,5.833,6.333,102.667,88.417,11.958,12.583,11.333,12.583,11.333,13.5,6.167,0.333,0.667,97931.1,78.6
2023-06-28T04:12:39-04:00,433.667,1,---,53.819,1216.5,1183.5,353.667,335.583,13.042,14.417,11.667,14.417,11.667,0,0.583,5.583,5.667,5.5,5.667,5.5,111.833,92.333,12.042,13.417,10.667,13.417,10.667,14.5,8.167,1.167,0.833,97932.083,78.6
2023-06-28T04:14:39-04:00,435,1,---,53.822,1404.5,1188.25,395.333,350.917,13,12.917,13.083,12.917,13.083,0,0.417,6.625,7.167,6.083,7.167,6.083,107.167,105.083,12.75,12.917,12.583,12.917,12.583,6.667,12.75,0,0.833,97932.267,78.6
2023-06-28T04:15:39-04:00,434.75,1,---,53.825,1313,1124.25,377.833,322.417,12.625,13,12.25,13,12.25,0.333,0.417,6.167,6.833,5.5,6.833,5.5,88.833,96.75,11.917,12.417,11.417,12.417,11.417,9.333,10.333,1,0.75,97932.108,78.6
2023-06-28T04:17:39-04:00,431.909,1,---,53.779,1235.455,1258.091,370,365.909,14.409,16.818,12,16.818,12,1.455,0.091,5.864,5.909,5.818,5.909,5.818,118.545,99,13.136,14.636,11.636,14.636,11.636,18.182,6.818,2.545,0.091,97930.727,78.6
2023-06-28T04:18:39-04:00,427.917,1,---,53.826,1257,1192.75,376.5,352,13.667,14.25,13.083,14.25,13.083,0,1,6.458,6.583,6.333,6.583,6.333,113.333,92.75,12.667,13.417,11.917,13.417,11.917,12,10.583,0.833,1,97926.092,78.6
2023-06-28T04:19:39-04:00,422.583,1,---,53.81,1357.5,1365.75,396.333,389.417,14.208,14.083,14.333,14.083,14.333,0,0.667,6.458,6.333,6.583,6.333,6.583,112.5,105.167,13.417,14.083,12.75,14.083,12.75,11.333,13.167,0,1.917,97923.65,78.6
2023-06-28T04:21:39-04:00,427.333,1,---,53.828,1339.5,1257,394.333,351.167,13.042,13.5,12.583,13.5,12.583,0,0.583,6.167,6.417,5.917,6.417,5.917,108.167,97.167,12.458,13,11.917,13,11.917,10.5,10.167,0.833,1.083,97923.875,78.6
2023-06-28T04:22:39-04:00,431.5,1,---,53.836,1277.5,1234.25,365.333,352.25,13.333,13.25,13.417,13.25,13.417,0.167,0.75,5.75,5.5,6,5.5,6,94.833,89.667,12.083,11.833,12.333,11.833,12.333,10.667,12.667,2.5,1.083,97925.592,78.6
2023-06-28T04:24:39-04:00,430.5,1,---,53.89,1293,1188.25,375.5,332.917,12.583,13.75,11.417,13.75,11.417,0,0.583,5.917,6.5,5.333,6.5,5.333,106.5,94.833,12.167,13.583,10.75,13.583,10.75,11.833,9.333,0,0.583,97923.675,78.6
2023-06-28T04:25:39-04:00,426.333,1,---,53.878,1275.5,1248.25,367.333,374.583,12.333,12,12.667,12,12.667,0,0.583,6.083,5.75,6.417,5.75,6.417,96.167,105.667,11.792,11.833,11.75,11.833,11.75,9.333,8.75,0.167,0.75,97925.508,78.6
2023-06-28T04:26:39-04:00,420.417,1,---,53.888,1332.5,1193.5,386.667,350.417,12.292,13.25,11.333,13.25,11.333,0,0.25,6.125,6,6.25,6,6.25,107.333,88.083,11.792,12.75,10.833,12.75,10.833,10.833,6,0.167,0.5,97922.1,78.6
2023-06-28T04:28:39-04:00,417.917,1,---,53.898,1175,1226,343.5,358.917,12.292,12.25,12.333,12.25,12.333,0.833,0,5.542,5.25,5.833,5.25,5.833,89.5,86.833,11.458,11.083,11.833,11.083,11.833,14,11,0.833,0.75,97915.567,78.6
2023-06-28T04:29:39-04:00,419.917,1,---,53.927,1389,1213.25,395.833,344.667,14.083,15.333,12.833,15.333,12.833,0,0,6.333,6.5,6.167,6.5,6.167,114.333,98.667,13.542,14.417,12.667,14.417,12.667,15.833,11.667,1.333,0,97911.475,78.6
2023-06-28T04:31:39-04:00,428.083,1,---,53.913,1312,1136.5,377,330.75,12.792,13.583,12,13.583,12,0.333,0,5.667,5.667,5.667,5.667,5.667,105.333,95.167,12.5,13.167,11.833,13.167,11.833,14.333,10.25,0.5,0.5,97906.742,78.6
2023-06-28T04:32:39-04:00,430.833,1,---,53.936,1310.5,1205.75,384.5,345.25,14.042,16,12.083,16,12.083,0.333,0,6.542,6.917,6.167,6.917,6.167,117.333,89.75,13.5,15.167,11.833,15.167,11.833,17.833,6.333,1,0.417,97905.233,78.6
2023-06-28T04:34:39-04:00,427.5,1,---,53.955,1251,1203.25,369.833,354.25,13.792,14.167,13.417,14.167,13.417,0,0,6.458,6.25,6.667,6.25,6.667,119.5,95.833,13.333,13.583,13.083,13.583,13.083,12.333,10.5,0,0.583,97897.475,78.6
2023-06-28T04:35:39-04:00,423.417,1,---,53.958,1347,1294.5,384.667,376,14.125,14.167,14.083,14.167,14.083,1.333,0.417,6.375,6.333,6.417,6.333,6.417,108.667,111.917,12.875,13,12.75,13,12.75,10.5,9.917,1.333,2.167,97894.583,78.6
2023-06-28T04:36:39-04:00,423.909,1,---,53.98,1380.545,1282.364,402.364,370.182,13.727,14.636,12.818,14.636,12.818,0,0.182,6.182,6.545,5.818,6.545,5.818,107.818,91.727,13.273,14.273,12.273,14.273,12.273,14.545,9.909,0.727,0.727,97895.145,78.6
2023-06-28T04:38:39-04:00,425.167,1,---,53.958,1347.5,1288,392.167,369.417,13.875,15.833,11.917,15.833,11.917,0,0,6.708,6.667,6.75,6.667,6.75,125.333,84.75,13.625,15.583,11.667,15.583,11.667,13.667,7.25,0.333,0.417,97890.883,78.6
2023-06-28T04:39:39-04:00,425.5,1,---,53.958,1449,1232.5,415.667,351.917,14.417,15.583,13.25,15.583,13.25,0.833,0,6.708,7.083,6.333,7.083,6.333,111.333,103.333,13.833,14.583,13.083,14.583,13.083,14,11,0.833,0.167,97889.808,78.6
2023-06-28T04:41:39-04:00,429.167,1,---,53.967,1180,1148,339.333,327.667,12.542,12,13.083,12,13.083,0,0.333,5.208,5,5.417,5,5.417,93.333,102.25,11.875,11.167,12.583,11.167,12.583,11.167,10.083,1,1,97892.95,78.6
2023-06-28T04:42:39-04:00,430,1,---,53.981,1352.5,1093.75,386.833,304.25,13.167,14.917,11.417,14.917,11.417,0.333,0.333,5.917,6.417,5.417,6.417,5.417,121.333,92.417,12.792,14.583,11,14.583,11,15.833,10.667,0.5,0.5,97892.8,78.6
2023-06-28T04:43:39-04:00,429.167,1,---,53.969,1232,1199.5,357.5,348.75,13.5,14.667,12.333,14.667,12.333,1.333,0,6.5,6.333,6.667,6.333,6.667,97.833,109.167,12.208,12.333,12.083,12.333,12.083,13,8.75,3.667,0.25,97893.108,78.6
2023-06-28T04:45:39-04:00,423.083,1,---,53.983,1325.5,1263.25,383.333,358.25,14.917,15.667,14.167,15.667,14.167,0,0.167,6.375,6.5,6.25,6.5,6.25,116.833,102.25,14.083,15,13.167,15,13.167,14.667,13.75,0.833,1.75,97896.817,78.6
2023-06-28T04:46:39-04:00,422.5,1,---,54.002,1372,1179,390.833,335.083,14.167,15.917,12.417,15.917,12.417,0,0.667,6.542,6.833,6.25,6.833,6.25,120.833,87.333,13.167,14.917,11.417,14.917,11.417,17.167,10.833,1,1.667,97895.317,78.6
2023-06-28T04:48:39-04:00,428.667,1,---,53.972,1319.5,1280,389.167,368.5,13.25,13.667,12.833,13.667,12.833,0,0.583,6.875,6.917,6.833,6.917,6.833,106,95.833,12.875,13.5,12.25,13.5,12.25,9.5,9.583,0.167,0.583,97896.8,78.6
2023-06-28T04:49:39-04:00,428.333,1,---,53.979,1390.5,1258.5,389,354.917,14.208,14.917,13.5,14.917,13.5,0,0.417,6.5,7,6,7,6,103.167,114.417,12.958,13.417,12.5,13.417,12.5,13,10.25,2.167,1.25,97898.558,78.6
2023-06-28T04:51:39-04:00,430.167,1,---,54.012,1323.5,1211.5,382.667,355.25,13.917,13.833,14,13.833,14,0,0,6.583,6.5,6.667,6.5,6.667,103.5,100.167,13.792,13.667,13.917,13.667,13.917,14,19.167,0,0.5,97899.525,78.5
2023-06-28T04:52:39-04:00,430.75,1,---,54.047,1240,1186,364,340.083,12.708,13,12.417,13,12.417,0,0.333,6.125,6.083,6.167,6.083,6.167,101.5,88.5,11.958,12.667,11.25,12.667,11.25,10.167,9.5,0,1.25,97899.367,78.5
2023-06-28T04:53:39-04:00,430.333,1,---,54.047,1281,1087.25,363,308.333,11.875,13.333,10.417,13.333,10.417,0,0.083,5.542,6.333,4.75,6.333,4.75,107.333,84.333,11.667,13.333,10,13.333,10,7.833,8.083,0,0.583,97895.658,78.5
2023-06-28T04:55:39-04:00,426.091,1,---,54.042,1257.818,1203.818,380,363.545,13.636,14.909,12.364,14.909,12.364,0.727,0.364,6.5,7,6,7,6,104.727,101.455,12.591,13.273,11.909,13.273,11.909,11.818,8.273,2.545,0.455,97892.818,78.5
2023-06-28T04:56:39-04:00,428.667,1,---,54.073,1231.5,1269.75,368,365.917,13.042,13.5,12.583,13.5,12.583,0.333,0,6.25,6.417,6.083,6.417,6.083,100.5,94.75,12.375,12.583,12.167,12.583,12.167,11,12.667,1,0.417,97891.625,78.5
2023-06-28T04:58:39-04:00,429.417,1,---,54.071,1182.5,1227.25,352,355.083,13.333,12.5,14.167,12.5,14.167,0,0.167,6.208,6,6.417,6,6.417,104.833,103.75,12.708,12,13.417,12,13.417,9.167,11.25,0.5,0.75,97889.833,78.5
2023-06-28T04:59:39-04:00,429.833,1,---,54.104,1280,1241.75,386.667,352.667,15,16.667,13.333,16.667,13.333,0,0,6.417,6.667,6.167,6.667,6.167,112.667,96.833,13.208,13.583,12.833,13.583,12.833,16.167,14.75,3.333,0.083,97889.975,78.5
2023-06-28T05:00:39-04:00,431.5,1,---,54.128,1332,1262.25,384,364.75,13.25,13.25,13.25,13.25,13.25,0.833,0,6.333,6.417,6.25,6.417,6.25,101.833,96.583,12.417,11.917,12.917,11.917,12.917,8.833,13.25,1.167,0.417,97888.175,78.5
2023-06-28T05:02:39-04:00,---,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,97883.533,---
2023-06-28T05:02:39-04:00,436.25,---,---,54.141,1247,1226.25,366.167,357,12.958,13.25,12.667,13.25,12.667,0.667,0.5,5.958,5.75,6.167,5.75,6.167,112,81.333,12.042,12.333,11.75,12.333,11.75,6.667,11.5,1.167,1.333,---,78.5
2023-06-28T05:04:39-04:00,430.583,1,---,54.113,1229,1412.5,360.167,403.917,14.167,12.833,15.5,12.833,15.5,0,0.417,6.375,5.333,7.417,5.333,7.417,98.5,106.833,13.25,11.5,15,11.5,15,10.5,13.333,1.667,0.417,97880.983,78.5
2023-06-28T05:05:39-04:00,430,1,---,54.212,1250,1121.5,368.833,316.583,12.208,13.083,11.333,13.083,11.333,0,0.417,5.458,5.333,5.583,5.333,5.583,105.833,80.5,11.167,12.167,10.167,12.167,10.167,10.333,9.5,0.333,1.25,97880.85,78.5
2023-06-28T05:07:39-04:00,431.417,1,---,54.195,1387,1140,405.833,325,13.5,14.667,12.333,14.667,12.333,0.5,0,5.917,6.333,5.5,6.333,5.5,120.333,95.5,13.208,14.417,12,14.417,12,9.167,8.333,0.5,0.583,97880.508,78.5
2023-06-28T05:08:39-04:00,432,1,---,54.188,1238.5,1072,361.667,307.667,12.083,13.833,10.333,13.833,10.333,0,0,5.25,5.417,5.083,5.417,5.083,110.333,75.75,11.042,12.917,9.167,12.917,9.167,13.667,7.833,0.667,0.667,97880.992,78.5
2023-06-28T05:09:39-04:00,434.25,1,---,54.24,1273.5,1142.5,372.833,330.5,12.333,12.833,11.833,12.833,11.833,0,0.083,5.583,5.667,5.5,5.667,5.5,108.167,89.083,11.875,12.75,11,12.75,11,12.333,9.167,0,1,97879.783,78.5
2023-06-28T05:11:39-04:00,438.083,1,---,54.219,1297,1182.5,381.167,347.917,13.833,14.583,13.083,14.583,13.083,0,0,5.708,5.917,5.5,5.917,5.5,119.667,100.917,13.25,13.917,12.583,13.917,12.583,10.667,12.333,0.667,0.917,97880.217,78.5
2023-06-28T05:12:39-04:00,433.5,1,---,54.331,1279,1251.5,369.167,359.167,14,15.167,12.833,15.167,12.833,0,0,6.333,6.333,6.333,6.333,6.333,116.167,92.083,13.708,14.917,12.5,14.917,12.5,17,12.417,0.333,0.5,97881.975,78.4
2023-06-28T05:14:39-04:00,431.417,1,---,54.326,1207.5,1206.75,357.167,351.333,14.083,14.25,13.917,14.25,13.917,0,0.917,6.042,5.917,6.167,5.917,6.167,101.667,93.417,13.208,13.583,12.833,13.583,12.833,15.333,13.667,0.833,1.333,97882.392,78.4
2023-06-28T05:15:39-04:00,431.167,1,---,54.296,1203.5,1177.25,347.833,345,13.417,13,13.833,13,13.833,0.833,0.25,6.292,6.25,6.333,6.25,6.333,90.333,101,12.708,11.917,13.5,11.917,13.5,10.333,14.333,1.667,0.333,97881.967,78.4
2023-06-28T05:16:39-04:00,433,1,---,54.282,1155,1157.25,339.833,345.75,13.792,14.667,12.917,14.667,12.917,1.833,0.583,5.917,6.167,5.667,6.167,5.667,101.5,96.833,12.792,13.167,12.417,13.167,12.417,17,11.833,1.833,0.583,97878.567,78.4
2023-06-28T05:18:39-04:00,452.75,1,---,54.325,1405,1167.25,412.833,339.083,13.375,15.667,11.083,15.667,11.083,0.667,0,6.75,7,6.5,7,6.5,112.5,78.25,12.833,15,10.667,15,10.667,14.833,5.917,0.667,0.417,97871.042,78.4
2023-06-28T05:19:39-04:00,451.5,1,---,54.348,1418.5,1127.25,409.833,322.083,12.375,14.583,10.167,14.583,10.167,0,0,6.792,7.5,6.083,7.5,6.083,104.167,80.333,12.042,14.083,10,14.083,10,10.833,6.083,1,0.417,97869.475,78.4
2023-06-28T05:21:39-04:00,436.917,1,---,54.336,1321.5,1217.5,380.167,353.667,14.125,13.75,14.5,13.75,14.5,0,0.5,6.5,6.75,6.25,6.75,6.25,104.5,104.75,13.708,13.75,13.667,13.75,13.667,11.167,13.333,0,1.25,97871.283,78.4
2023-06-28T05:22:39-04:00,436.333,1,---,54.387,1311,1209,382.833,352.833,13.083,13.083,13.083,13.083,13.083,0,0.583,6.375,6.417,6.333,6.417,6.333,102,91.417,12.667,13.083,12.25,13.083,12.25,9.5,9.667,0,1.833,97868.717,78.4
2023-06-28T05:24:39-04:00,430.5,1,---,54.403,1276,1203,359.333,356.083,12.875,13.417,12.333,13.417,12.333,0,0.167,6.375,6.083,6.667,6.083,6.667,101,99.833,12.042,12.5,11.583,12.5,11.583,10.333,6,1.167,1.083,97870.85,78.4
2023-06-28T05:25:39-04:00,432.583,1,---,54.423,1263.5,1121,364.667,327.167,12.25,13,11.5,13,11.5,0.833,0.333,6,6.333,5.667,6.333,5.667,93.667,86.333,11.417,12.333,10.5,12.333,10.5,10.167,7.333,0.833,1.25,97868.708,78.4
2023-06-28T05:26:39-04:00,445.917,1,---,54.412,1359.5,1161.25,400.833,342.5,14.167,15.75,12.583,15.75,12.583,0,0.833,6.333,6.75,5.917,6.75,5.917,117.833,98,12.958,14.167,11.75,14.167,11.75,11,7,1.667,1.167,97866.058,78.4
2023-06-28T05:28:39-04:00,437.667,1,---,54.401,1276,1118.25,383.667,321.083,12.958,13.917,12,13.917,12,0.333,0.75,6.333,6.5,6.167,6.5,6.167,98.167,93.583,11.917,13.083,10.75,13.083,10.75,9.167,8.25,1,1.417,97864.217,78.4
2023-06-28T05:29:39-04:00,439.5,1,---,54.392,1398,1147.25,398,329.75,13.458,15.75,11.167,15.75,11.167,0.833,0.083,6.125,6.75,5.5,6.75,5.5,108.167,82.083,12.292,14,10.583,14,10.583,12.333,9.583,2,0.5,97862.825,78.4
2023-06-28T05:31:39-04:00,435.25,1,---,54.388,1270,1102.5,374.833,317.333,12.958,15.083,10.833,15.083,10.833,1.5,0,5.625,6.083,5.167,6.083,5.167,109.333,90.917,11.792,13.083,10.5,13.083,10.5,15.167,9.75,2.333,0.333,97863.025,78.4
2023-06-28T05:32:39-04:00,432,1,---,54.425,1262.182,1242,373.091,358.364,14.545,15.545,13.545,15.545,13.545,0,0.455,6.364,6.636,6.091,6.636,6.091,108,103.182,13.273,14,12.545,14,12.545,15.818,14.091,2.545,0.909,97861.791,78.3
2023-06-28T05:33:39-04:00,432,1,---,54.427,1245,1199,367.333,346.5,12.417,12.667,12.167,12.667,12.167,0,0,6.292,6.5,6.083,6.5,6.083,94.167,104,12.208,12.417,12,12.417,12,8,7.333,0.5,0.083,97863.375,78.3
2023-06-28T05:35:39-04:00,435.25,1,---,54.457,1342,1240.75,399.5,363.25,13.542,14.583,12.5,14.583,12.5,1,0.583,6.875,7.5,6.25,7.5,6.25,111.167,92,12.708,13.833,11.583,13.833,11.583,11.333,10.917,1,1,97863.983,78.3
2023-06-28T05:36:39-04:00,438.917,1,---,54.454,1340,1166.75,401.167,341.25,14.417,16.583,12.25,16.583,12.25,0,0.333,6.333,7.083,5.583,7.083,5.583,105.833,94.25,13.208,15.083,11.333,15.083,11.333,16.667,9.167,1.667,1.083,97863.033,78.3
2023-06-28T05:38:39-04:00,437.083,1,---,54.446,1211,1187.5,354.5,356.167,13.208,14.167,12.25,14.167,12.25,1,0.083,6.208,5.75,6.667,5.75,6.667,103.833,94.75,12.333,12.75,11.917,12.75,11.917,15.833,9.167,2.5,0.75,97862.758,78.3
2023-06-28T05:39:39-04:00,435.5,1,---,54.528,1249,1214,367.167,352.75,14.125,15.667,12.583,15.667,12.583,1.167,0.417,6.083,6.333,5.833,6.333,5.833,121.167,98.25,12.583,13.583,11.583,13.583,11.583,12.5,9.583,2,1.25,97863.183,78.2
2023-06-28T05:41:39-04:00,433.167,1,---,54.53,1283,1203.75,377.167,351.917,13.292,13.667,12.917,13.667,12.917,0,0.417,6.25,6.333,6.167,6.333,6.167,100.333,93.417,12.458,12.667,12.25,12.667,12.25,11.833,11.917,1.167,0.75,97863.417,78.2
2023-06-28T05:42:39-04:00,432,1,---,54.578,1305.5,1043.25,391.167,314.667,12.958,14.667,11.25,14.667,11.25,1.667,0.167,6.125,6.583,5.667,6.583,5.667,101.167,92.167,12.042,13,11.083,13,11.083,13.333,7,2.5,0.167,97863.792,78.2
2023-06-28T05:43:39-04:00,431.917,1,---,54.593,1185,1229.25,342.5,346.833,12,12.167,11.833,12.167,11.833,1,0.167,5.833,5.333,6.333,5.333,6.333,84.833,98.75,11.25,10.833,11.667,10.833,11.667,11.167,6.333,1.5,0.167,97865.233,78.2
2023-06-28T05:45:39-04:00,433.167,1,---,54.632,1263.5,1207.5,375.667,333.083,13.167,13.667,12.667,13.667,12.667,0,0.417,6.125,6.667,5.583,6.667,5.583,95.333,96.833,12.75,13.5,12,13.5,12,12.667,13.417,0.333,0.75,97867.792,78.2
2023-06-28T05:46:39-04:00,433.833,1,---,54.558,1234,1215.25,352.5,356.167,12.583,12.25,12.917,12.25,12.917,0,0,6.375,6.333,6.417,6.333,6.417,84.833,103.833,12.083,11.667,12.5,11.667,12.5,9.167,8.75,0.833,0.583,97869.283,78.2
2023-06-28T05:48:39-04:00,434.333,1,---,54.553,1346.5,1227.75,387.833,356.583,13.208,14,12.417,14,12.417,0,0.083,6.708,6.833,6.583,6.833,6.583,112.333,87.5,12.583,13.583,11.583,13.583,11.583,11.167,10.75,0,0.583,97867.125,78.2
2023-06-28T05:49:39-04:00,433.667,1,---,54.563,1348,1103.75,404.333,315.5,12.5,14.833,10.167,14.833,10.167,0,0,5.792,6.583,5,6.583,5,119.833,77.833,12.125,14.833,9.417,14.833,9.417,14.167,7.333,0,1.083,97869.583,78.2
2023-06-28T05:50:39-04:00,433.167,1,---,54.6,1322,1264,386.833,363.5,14.625,15.5,13.75,15.5,13.75,0,0,5.958,6.583,5.333,6.583,5.333,116,108.5,13.875,14.333,13.417,14.333,13.417,13.333,14.083,1.833,0.75,97870.092,78.2
2023-06-28T05:52:39-04:00,431.167,1,---,54.743,1337,1077.5,391.167,311.75,12.833,14.333,11.333,14.333,11.333,1.333,0,6.208,6.75,5.667,6.75,5.667,105.833,91.917,11.958,13.167,10.75,13.167,10.75,10.667,7,1.333,1.25,97872.125,78.2
2023-06-28T05:53:39-04:00,431,1,---,54.692,1343.5,1124.25,394.333,318.667,12.375,14.333,10.417,14.333,10.417,0,0.167,5.958,6.75,5.167,6.75,5.167,111.333,82.417,11.917,13.833,10,13.833,10,11.167,5.667,0.333,0.167,97872.983,78.2
2023-06-28T05:55:39-04:00,431,1,---,54.673,1250.5,1195.25,359,351.75,13.083,13.75,12.417,13.75,12.417,0,0.417,5.625,5.75,5.5,5.75,5.5,99.833,99.583,12.208,12.25,12.167,12.25,12.167,14,9.833,2.167,0.583,97870.45,78.2
2023-06-28T05:56:39-04:00,431.917,1,---,54.702,1281,1194.5,380.833,340.583,12.875,14.5,11.25,14.5,11.25,0.167,0,5.417,5.75,5.083,5.75,5.083,103.333,91.583,12.167,13.75,10.583,13.75,10.583,15.333,7.5,0.833,1.333,97869.892,78.2
2023-06-28T05:58:39-04:00,432.417,1,---,54.621,1263,1145,367.667,335.583,12.292,12.833,11.75,12.833,11.75,0,0.167,6.417,6.75,6.083,6.75,6.083,92.167,85.583,11.917,12.583,11.25,12.583,11.25,10,11.167,0,0.167,97871.783,78.2
2023-06-28T05:59:39-04:00,432.583,1,---,54.648,1270,1093,365.333,325.25,12.042,12.417,11.667,12.417,11.667,0,0.667,6,6.333,5.667,6.333,5.667,95.5,89.5,11.25,12,10.5,12,10.5,7.167,8.333,0.333,1.167,97870.517,78.2
